"instance_name","ORIGINAL_status","ORIGINAL_best","ORIGINAL_elapsed_s","ORIGINAL_vars","SN-both-none_status","SN-both-none_best","SN-both-none_elapsed_s","SN-both-none_vars","SN-both-ss_status","SN-both-ss_best","SN-both-ss_elapsed_s","SN-both-ss_vars","SN-none-ss_status","SN-none-ss_best","SN-none-ss_elapsed_s","SN-none-ss_vars","TOT-both-none_status","TOT-both-none_best","TOT-both-none_elapsed_s","TOT-both-none_vars","TOT-both-ss_status","TOT-both-ss_best","TOT-both-ss_elapsed_s","TOT-both-ss_vars","TOT-none-none_status","TOT-none-none_best","TOT-none-none_elapsed_s","TOT-none-none_vars","TOT-none-ss_status","TOT-none-ss_best","TOT-none-ss_elapsed_s","TOT-none-ss_vars"
"instance_40_20_4_10","OPTIMUM","603","35,664","37162","OPTIMUM","603","30,382","47524","OPTIMUM","603","32,169","47524","OPTIMUM","603","34,506","37162","OPTIMUM","603","20,521","18405","OPTIMUM","603","22,367","18405","OPTIMUM","603","21,778","13745","OPTIMUM","603","21,118","13745"
"instance_40_20_4_11","OPTIMUM","590","18,363","49266","OPTIMUM","590","25,786","58809","OPTIMUM","590","28,315","58809","OPTIMUM","590","18,512","49266","OPTIMUM","590","32,841","21038","OPTIMUM","590","33,182","21038","OPTIMUM","590","15,773","16546","OPTIMUM","590","15,979","16546"
"instance_40_20_4_12","OPTIMUM","600","35,39","41137","OPTIMUM","600","37,562","51281","OPTIMUM","600","35,074","51299","OPTIMUM","600","32,761","41155","OPTIMUM","600","28,811","20194","OPTIMUM","600","32,344","20212","OPTIMUM","600","28,7","15423","OPTIMUM","600","31,844","15441"
"instance_40_20_4_13","OPTIMUM","609","34,503","39957","OPTIMUM","609","37,077","49302","OPTIMUM","609","42,145","49308","OPTIMUM","609","33,93","40519","OPTIMUM","609","30,864","19914","OPTIMUM","609","32,052","19920","OPTIMUM","609","32,943","15454","OPTIMUM","609","29,555","16016"
"instance_40_20_4_14","OPTIMUM","618","32,088","46526","OPTIMUM","618","33,612","56045","OPTIMUM","618","34,805","56045","OPTIMUM","618","33,617","47079","OPTIMUM","618","41,318","20610","OPTIMUM","618","45,992","20610","OPTIMUM","618","31,416","16178","OPTIMUM","618","43,087","16731"
"instance_40_20_4_15","OPTIMUM","611","55,288","46843","OPTIMUM","611","56,556","57436","OPTIMUM","611","53,898","57436","OPTIMUM","611","53,886","46843","OPTIMUM","611","45,265","21641","OPTIMUM","611","49,309","21641","OPTIMUM","611","49,268","16781","OPTIMUM","611","44,881","16781"
"instance_40_20_4_16","OPTIMUM","599","47,466","48390","OPTIMUM","599","50,525","58669","OPTIMUM","599","45,534","58669","OPTIMUM","599","38,077","48956","OPTIMUM","599","33,43","21526","OPTIMUM","599","42,059","21526","OPTIMUM","599","39,077","16724","OPTIMUM","599","38,96","17290"
"instance_40_20_4_17","OPTIMUM","622","14,923","33161","OPTIMUM","622","16,945","43688","OPTIMUM","622","15,576","43713","OPTIMUM","622","17,963","33186","OPTIMUM","622","11,385","18665","OPTIMUM","622","16,218","18690","OPTIMUM","622","10,427","13745","OPTIMUM","622","11,161","13770"
"instance_40_20_4_18","OPTIMUM","573","20,652","34692","OPTIMUM","573","29,01","44611","OPTIMUM","573","25,377","44611","OPTIMUM","573","21,738","34692","OPTIMUM","573","24,019","18103","OPTIMUM","573","21,108","18103","OPTIMUM","573","21,587","13358","OPTIMUM","573","20,754","13358"
"instance_40_20_4_19","OPTIMUM","605","36,924","39950","OPTIMUM","605","46,698","49525","OPTIMUM","605","50,44","49525","OPTIMUM","605","34,447","39950","OPTIMUM","605","39,965","18797","OPTIMUM","605","40,93","18797","OPTIMUM","605","24,754","14302","OPTIMUM","605","24,272","14302"
"instance_40_20_4_2","OPTIMUM","595","31,239","40439","OPTIMUM","595","30,546","49972","OPTIMUM","595","30,24","49972","OPTIMUM","595","25,606","40439","OPTIMUM","595","27,179","18959","OPTIMUM","595","26,315","18959","OPTIMUM","595","23,738","14421","OPTIMUM","595","22,08","14421"
"instance_40_20_4_20","OPTIMUM","580","20,911","41568","OPTIMUM","580","17,414","51481","OPTIMUM","580","24,16","51481","OPTIMUM","580","17,638","42103","OPTIMUM","580","17,721","19336","OPTIMUM","580","22,919","19336","OPTIMUM","580","20,117","14851","OPTIMUM","580","12,571","15386"
"instance_40_20_4_21","OPTIMUM","585","29,526","41116","OPTIMUM","585","27,405","51533","OPTIMUM","585","25,485","51540","OPTIMUM","585","29,688","41123","OPTIMUM","585","23,553","18861","OPTIMUM","585","30,431","18868","OPTIMUM","585","23,255","14152","OPTIMUM","585","23,884","14159"
"instance_40_20_4_22","OPTIMUM","582","40,839","36757","OPTIMUM","582","38,302","45728","OPTIMUM","582","38,866","45728","OPTIMUM","582","37,936","36757","OPTIMUM","582","32,497","18759","OPTIMUM","582","31,649","18759","OPTIMUM","582","30,742","14421","OPTIMUM","582","30,021","14421"
"instance_40_20_4_23","OPTIMUM","574","94,46","41199","OPTIMUM","574","57,837","51022","OPTIMUM","574","74,151","51022","OPTIMUM","574","80,383","41749","OPTIMUM","574","91,079","20093","OPTIMUM","574","52,569","20093","OPTIMUM","574","68,788","15441","OPTIMUM","574","50,932","15991"
"instance_40_20_4_24","OPTIMUM","617","35,169","41802","OPTIMUM","617","39,521","52217","OPTIMUM","617","36,722","52217","OPTIMUM","617","36,922","42373","OPTIMUM","617","30,79","20721","OPTIMUM","617","27,091","20721","OPTIMUM","617","29,887","15834","OPTIMUM","617","28,097","16405"
"instance_40_20_4_25","OPTIMUM","604","39,336","46412","OPTIMUM","604","52,948","56284","OPTIMUM","604","56,323","56317","OPTIMUM","604","55,939","46999","OPTIMUM","604","39,492","21199","OPTIMUM","604","39,172","21232","OPTIMUM","604","44,337","16496","OPTIMUM","604","42,029","17083"
"instance_40_20_4_26","OPTIMUM","573","25,655","30110","OPTIMUM","573","28,342","40144","OPTIMUM","573","30,896","40144","OPTIMUM","573","25,384","30652","OPTIMUM","573","26,17","16459","OPTIMUM","573","26,312","16459","OPTIMUM","573","22,783","11842","OPTIMUM","573","25,847","12384"
"instance_40_20_4_27","OPTIMUM","578","20,978","30931","OPTIMUM","578","35,602","40479","OPTIMUM","578","31,548","40479","OPTIMUM","578","19,89","30931","OPTIMUM","578","22,02","17372","OPTIMUM","578","23,482","17372","OPTIMUM","578","28,072","12841","OPTIMUM","578","20,702","12841"
"instance_40_20_4_28","UNSATISFIABLE","","0,143","0","UNSATISFIABLE","","0,163","0","UNSATISFIABLE","","0,166","0","UNSATISFIABLE","","0,158","0","UNSATISFIABLE","","0,169","0","UNSATISFIABLE","","0,176","0","UNSATISFIABLE","","0,168","0","UNSATISFIABLE","","0,162","0"
"instance_40_20_4_29","OPTIMUM","623","26,951","43389","OPTIMUM","623","21,45","53668","OPTIMUM","623","21,279","53668","OPTIMUM","623","20,696","43951","OPTIMUM","623","18,574","20835","OPTIMUM","623","16,097","20835","OPTIMUM","623","17,394","16020","OPTIMUM","623","15,398","16582"
"instance_40_20_4_3","OPTIMUM","585","39,934","43923","OPTIMUM","585","44,716","54097","OPTIMUM","585","38,795","54097","OPTIMUM","585","37,674","43923","OPTIMUM","585","39,602","20761","OPTIMUM","585","43,034","20761","OPTIMUM","585","33,592","15918","OPTIMUM","585","31,932","15918"
"instance_40_20_4_30","OPTIMUM","599","26,697","33626","OPTIMUM","599","28,667","43777","OPTIMUM","599","29,865","43778","OPTIMUM","599","28,521","34189","OPTIMUM","599","31,926","17969","OPTIMUM","599","29,641","17970","OPTIMUM","599","29,151","13125","OPTIMUM","599","32,314","13688"
"instance_40_20_4_31","OPTIMUM","609","20,182","33697","OPTIMUM","609","30,902","44026","OPTIMUM","609","28,959","44026","OPTIMUM","609","23,87","33697","OPTIMUM","609","23,764","18492","OPTIMUM","609","21,754","18492","OPTIMUM","609","26,948","13773","OPTIMUM","609","24,419","13773"
"instance_40_20_4_32","OPTIMUM","613","34,111","46110","OPTIMUM","613","35,711","55759","OPTIMUM","613","39,733","55759","OPTIMUM","613","34,854","46110","OPTIMUM","613","32,148","20602","OPTIMUM","613","30,885","20602","OPTIMUM","613","27,074","16012","OPTIMUM","613","27,163","16012"
"instance_40_20_4_33","OPTIMUM","579","21,413","39303","OPTIMUM","579","19,137","48744","OPTIMUM","579","26,619","48745","OPTIMUM","579","20,068","39843","OPTIMUM","579","15,954","19859","OPTIMUM","579","16,801","19860","OPTIMUM","579","17,829","15337","OPTIMUM","579","21,488","15877"
"instance_40_20_4_34","OPTIMUM","581","41,561","44355","OPTIMUM","581","39,516","55022","OPTIMUM","581","40,467","55031","OPTIMUM","581","38,961","44918","OPTIMUM","581","39,681","19612","OPTIMUM","581","39,909","19621","OPTIMUM","581","38,118","14834","OPTIMUM","581","38,288","15397"
"instance_40_20_4_35","OPTIMUM","618","53,054","44320","OPTIMUM","618","98,805","54146","OPTIMUM","618","39,781","54146","OPTIMUM","618","49,402","44856","OPTIMUM","618","51,071","20618","OPTIMUM","618","42,8","20618","OPTIMUM","618","31,663","16226","OPTIMUM","618","66,47","16762"
"instance_40_20_4_36","OPTIMUM","563","56,548","42783","OPTIMUM","563","58,652","52533","OPTIMUM","563","53,663","52535","OPTIMUM","563","57,429","42785","OPTIMUM","563","48,313","19652","OPTIMUM","563","49,196","19654","OPTIMUM","563","45,982","15076","OPTIMUM","563","55,248","15078"
"instance_40_20_4_37","TIMEOUT","","300,111","0","TIMEOUT","","300,121","0","TIMEOUT","","300,117","0","TIMEOUT","","300,119","0","OPTIMUM","605","260,711","17223","OPTIMUM","605","294,964","17223","OPTIMUM","605","219,874","12466","OPTIMUM","605","205,666","13019"
"instance_40_20_4_38","OPTIMUM","605","25,67","36478","OPTIMUM","605","25,982","46569","OPTIMUM","605","27,137","46569","OPTIMUM","605","31,046","37047","OPTIMUM","605","23,377","19023","OPTIMUM","605","22,13","19023","OPTIMUM","605","21,95","14346","OPTIMUM","605","22,688","14915"
"instance_40_20_4_39","OPTIMUM","608","46,364","38017","OPTIMUM","608","42,525","48363","OPTIMUM","608","57,206","48376","OPTIMUM","608","46,686","38030","OPTIMUM","608","38,265","18629","OPTIMUM","608","51,448","18642","OPTIMUM","608","50,378","13900","OPTIMUM","608","39,599","13913"
"instance_40_20_4_4","OPTIMUM","588","21,939","26381","OPTIMUM","588","20,591","35747","OPTIMUM","588","22,092","35747","OPTIMUM","588","19,223","26914","OPTIMUM","588","17,965","15747","OPTIMUM","588","18,345","15747","OPTIMUM","588","15,187","11339","OPTIMUM","588","15,357","11872"
"instance_40_20_4_40","OPTIMUM","619","39,113","41988","OPTIMUM","619","43,192","51932","OPTIMUM","619","49,171","51970","OPTIMUM","619","44,008","42581","OPTIMUM","619","29,355","19640","OPTIMUM","619","24,478","19678","OPTIMUM","619","27,459","15049","OPTIMUM","619","27,124","15642"
"instance_40_20_4_41","OPTIMUM","618","31,655","47350","OPTIMUM","618","37,473","56650","OPTIMUM","618","40,963","56679","OPTIMUM","618","37,023","47913","OPTIMUM","618","28,978","21107","OPTIMUM","618","23,915","21136","OPTIMUM","618","25,128","16772","OPTIMUM","618","28,184","17335"
"instance_40_20_4_42","OPTIMUM","605","32,577","37308","OPTIMUM","605","36,403","47725","OPTIMUM","605","36,489","47725","OPTIMUM","605","36,394","37866","OPTIMUM","605","32,966","18366","OPTIMUM","605","39,214","18366","OPTIMUM","605","32,055","13592","OPTIMUM","605","30,348","14150"
"instance_40_20_4_43","OPTIMUM","614","14,927","40901","OPTIMUM","614","20,348","51374","OPTIMUM","614","21,153","51374","OPTIMUM","614","21,623","41480","OPTIMUM","614","22,306","20732","OPTIMUM","614","15,174","20732","OPTIMUM","614","19,244","15837","OPTIMUM","614","11,502","16416"
"instance_40_20_4_44","OPTIMUM","602","47,753","51142","OPTIMUM","602","35,355","61654","OPTIMUM","602","67,089","61727","OPTIMUM","602","46,461","51215","OPTIMUM","602","25,721","22222","OPTIMUM","602","35,609","22295","OPTIMUM","602","36,707","17394","OPTIMUM","602","26,845","17467"
"instance_40_20_4_45","OPTIMUM","605","45,077","42845","OPTIMUM","605","41,576","52439","OPTIMUM","605","42,894","52439","OPTIMUM","605","43,986","42845","OPTIMUM","605","35,537","19470","OPTIMUM","605","32,47","19470","OPTIMUM","605","31,2","14904","OPTIMUM","605","33,53","14904"
"instance_40_20_4_46","OPTIMUM","584","34,282","38148","OPTIMUM","584","28,596","48759","OPTIMUM","584","35,892","48761","OPTIMUM","584","39,415","38710","OPTIMUM","584","32,706","18653","OPTIMUM","584","30,197","18655","OPTIMUM","584","33,762","13925","OPTIMUM","584","27,186","14487"
"instance_40_20_4_47","OPTIMUM","560","75,159","24645","OPTIMUM","560","77,213","35693","OPTIMUM","560","66,615","35694","OPTIMUM","560","67,209","25215","OPTIMUM","560","79,849","16349","OPTIMUM","560","77,315","16350","OPTIMUM","560","104,533","11255","OPTIMUM","560","98,255","11825"
"instance_40_20_4_48","OPTIMUM","577","54,579","35084","OPTIMUM","577","55,093","45025","OPTIMUM","577","64,756","45026","OPTIMUM","577","53,561","35639","OPTIMUM","577","54,401","18639","OPTIMUM","577","50,778","18640","OPTIMUM","577","90,196","14078","OPTIMUM","577","54,601","14633"
"instance_40_20_4_49","OPTIMUM","613","32,639","54456","OPTIMUM","613","36,263","64616","OPTIMUM","613","42,772","64644","OPTIMUM","613","37,423","54484","OPTIMUM","613","29,585","23037","OPTIMUM","613","30,303","23065","OPTIMUM","613","26,6","18438","OPTIMUM","613","30,531","18466"
"instance_40_20_4_5","OPTIMUM","607","51,362","44736","OPTIMUM","607","51,603","54736","OPTIMUM","607","51,445","54742","OPTIMUM","607","45,18","45302","OPTIMUM","607","52,535","21447","OPTIMUM","607","40,438","21453","OPTIMUM","607","43,496","16938","OPTIMUM","607","51,246","17504"
"instance_40_20_4_50","OPTIMUM","598","44,045","44382","OPTIMUM","598","42,624","53772","OPTIMUM","598","45,868","53772","OPTIMUM","598","36,386","44913","OPTIMUM","598","33,7","20497","OPTIMUM","598","34,671","20497","OPTIMUM","598","37,506","16094","OPTIMUM","598","33,95","16625"
"instance_40_20_4_6","OPTIMUM","615","35,448","40739","OPTIMUM","615","34,015","50747","OPTIMUM","615","24,239","50747","OPTIMUM","615","25,287","41302","OPTIMUM","615","37,678","19572","OPTIMUM","615","17,756","19572","OPTIMUM","615","19,464","15014","OPTIMUM","615","20,208","15577"
"instance_40_20_4_7","OPTIMUM","607","30,935","37011","OPTIMUM","607","29,075","47096","OPTIMUM","607","31,849","47096","OPTIMUM","607","28,771","37011","OPTIMUM","607","30,745","18354","OPTIMUM","607","28,89","18354","OPTIMUM","607","31,232","13811","OPTIMUM","607","33,46","13811"
"instance_40_20_4_8","OPTIMUM","606","35,126","39188","OPTIMUM","606","42,903","50050","OPTIMUM","606","39,886","50066","OPTIMUM","606","38,278","39773","OPTIMUM","606","37,52","19718","OPTIMUM","606","42,218","19734","OPTIMUM","606","41,091","14707","OPTIMUM","606","40,582","15292"
"instance_40_20_4_9","OPTIMUM","619","25,263","42255","OPTIMUM","619","47,491","52331","OPTIMUM","619","30,259","52342","OPTIMUM","619","30,108","42821","OPTIMUM","619","29,587","19511","OPTIMUM","619","27,527","19522","OPTIMUM","619","26,943","14847","OPTIMUM","619","25,887","15413"
"instance_40_20_5_1","TIMEOUT","","300,118","0","TIMEOUT","","300,123","0","TIMEOUT","","300,125","0","TIMEOUT","","300,124","0","TIMEOUT","","300,129","0","TIMEOUT","","300,124","0","TIMEOUT","","300,117","0","TIMEOUT","","300,124","0"
"instance_40_20_5_10","OPTIMUM","716","26,898","43263","OPTIMUM","716","25,328","58155","OPTIMUM","716","27,463","58160","OPTIMUM","716","24,805","43268","OPTIMUM","716","24,683","22967","OPTIMUM","716","21,371","22972","OPTIMUM","716","22,09","16448","OPTIMUM","716","24,375","16453"
"instance_40_20_5_11","OPTIMUM","734","47,069","55886","OPTIMUM","734","41,711","69220","OPTIMUM","734","40,728","69229","OPTIMUM","734","37,577","56570","OPTIMUM","734","39,549","24761","OPTIMUM","734","37,808","24770","OPTIMUM","734","29,664","18875","OPTIMUM","734","32,604","19559"
"instance_40_20_5_12","OPTIMUM","724","73,416","57845","OPTIMUM","724","81,735","71387","OPTIMUM","724","76,497","71387","OPTIMUM","724","67,529","57845","OPTIMUM","724","77,844","24827","OPTIMUM","724","65,893","24827","OPTIMUM","724","77,712","18765","OPTIMUM","724","69,599","18765"
"instance_40_20_5_13","OPTIMUM","763","40,758","55352","OPTIMUM","763","53,533","71072","OPTIMUM","763","69,968","71072","OPTIMUM","763","44,188","56070","OPTIMUM","763","61,006","25221","OPTIMUM","763","42,859","25221","OPTIMUM","763","40,173","18587","OPTIMUM","763","48,681","19305"
"instance_40_20_5_14","OPTIMUM","772","63,34","56616","OPTIMUM","772","93,203","70606","OPTIMUM","772","85,423","70606","OPTIMUM","772","62,432","56616","OPTIMUM","772","119,221","26853","OPTIMUM","772","178,055","26853","OPTIMUM","772","50,513","20639","OPTIMUM","772","55,905","20639"
"instance_40_20_5_15","OPTIMUM","745","28,057","42389","OPTIMUM","745","30,265","55621","OPTIMUM","745","30,937","55665","OPTIMUM","745","29,468","43108","OPTIMUM","745","22,479","22704","OPTIMUM","745","31,555","22748","OPTIMUM","745","23,66","16655","OPTIMUM","745","22,667","17374"
"instance_40_20_5_16","OPTIMUM","745","20,797","44386","OPTIMUM","745","31,266","57518","OPTIMUM","745","31,314","57518","OPTIMUM","745","22,917","44386","OPTIMUM","745","36,484","22682","OPTIMUM","745","34,601","22682","OPTIMUM","745","27,455","16850","OPTIMUM","745","25,666","16850"
"instance_40_20_5_17","OPTIMUM","737","73,033","68687","OPTIMUM","737","71,302","83479","OPTIMUM","737","70,192","83479","OPTIMUM","737","67,357","68687","OPTIMUM","737","68,694","27321","OPTIMUM","737","62,568","27321","OPTIMUM","737","69,588","21070","OPTIMUM","737","62,273","21070"
"instance_40_20_5_18","OPTIMUM","758","51,239","40810","OPTIMUM","758","56,526","54839","OPTIMUM","758","54,965","54839","OPTIMUM","758","49,514","40810","OPTIMUM","758","48,124","22724","OPTIMUM","758","48,94","22724","OPTIMUM","758","46,962","16476","OPTIMUM","758","46,723","16476"
"instance_40_20_5_19","OPTIMUM","753","45,412","69321","OPTIMUM","753","48,332","84564","OPTIMUM","753","49,015","84564","OPTIMUM","753","42,861","69321","OPTIMUM","753","48,015","27474","OPTIMUM","753","45,373","27474","OPTIMUM","753","39,269","20887","OPTIMUM","753","39,738","20887"
"instance_40_20_5_2","OPTIMUM","751","67,613","60509","OPTIMUM","751","67,553","75023","OPTIMUM","751","64,144","75023","OPTIMUM","751","66,065","60509","OPTIMUM","751","57,596","26163","OPTIMUM","751","52,591","26163","OPTIMUM","751","52,328","19766","OPTIMUM","751","49,919","19766"
"instance_40_20_5_20","OPTIMUM","776","51,154","53539","OPTIMUM","776","66,757","67992","OPTIMUM","776","63,559","68009","OPTIMUM","776","46,356","54234","OPTIMUM","776","54,147","24609","OPTIMUM","776","46,222","24626","OPTIMUM","776","40,921","18468","OPTIMUM","776","40,399","19163"
"instance_40_20_5_21","OPTIMUM","761","49,581","56460","OPTIMUM","761","49,231","71634","OPTIMUM","761","55,099","71670","OPTIMUM","761","42,55","57200","OPTIMUM","761","40,45","27322","OPTIMUM","761","44,831","27358","OPTIMUM","761","35,503","20911","OPTIMUM","761","37,791","21651"
"instance_40_20_5_22","OPTIMUM","758","62,756","55935","OPTIMUM","758","55,179","69129","OPTIMUM","758","54,746","69132","OPTIMUM","758","54,007","56622","OPTIMUM","758","75,721","25486","OPTIMUM","758","60,372","25489","OPTIMUM","758","77,867","19394","OPTIMUM","758","117,976","20081"
"instance_40_20_5_23","OPTIMUM","766","42,464","55216","OPTIMUM","766","51,61","68659","OPTIMUM","766","43,952","68672","OPTIMUM","766","51,117","55915","OPTIMUM","766","72,002","25000","OPTIMUM","766","36,881","25013","OPTIMUM","766","36,562","19015","OPTIMUM","766","34,739","19714"
"instance_40_20_5_24","OPTIMUM","740","57,364","49444","OPTIMUM","740","60,998","63691","OPTIMUM","740","72,673","63691","OPTIMUM","740","61,221","50136","OPTIMUM","740","57,504","23831","OPTIMUM","740","58,402","23831","OPTIMUM","740","51,236","17511","OPTIMUM","740","47,242","18203"
"instance_40_20_5_25","OPTIMUM","699","225,737","46858","OPTIMUM","699","290,623","60779","TIMEOUT","","300,126","0","TIMEOUT","","300,121","0","OPTIMUM","699","192,061","23175","OPTIMUM","699","182,169","23188","OPTIMUM","699","278,746","16955","TIMEOUT","","300,129","0"
"instance_40_20_5_26","OPTIMUM","772","63,644","62360","OPTIMUM","772","74,786","77164","OPTIMUM","772","73,673","77176","OPTIMUM","772","61,947","63084","OPTIMUM","772","55,165","27286","OPTIMUM","772","55,624","27298","OPTIMUM","772","62,988","20743","OPTIMUM","772","66,951","21467"
"instance_40_20_5_27","OPTIMUM","689","51,488","36642","OPTIMUM","689","54,188","51264","OPTIMUM","689","55,803","51264","OPTIMUM","689","50,372","36642","OPTIMUM","689","48,522","21291","OPTIMUM","689","54,446","21291","OPTIMUM","689","52,048","14726","OPTIMUM","689","47,627","14726"
"instance_40_20_5_28","OPTIMUM","743","32,911","55340","OPTIMUM","743","28,127","68904","OPTIMUM","743","36,659","68949","OPTIMUM","743","30,184","55385","OPTIMUM","743","25,267","25218","OPTIMUM","743","35,075","25263","OPTIMUM","743","28,984","19285","OPTIMUM","743","25,285","19330"
"instance_40_20_5_29","OPTIMUM","734","62,13","62238","OPTIMUM","734","65,464","75749","OPTIMUM","734","69,779","75749","OPTIMUM","734","57,293","62238","OPTIMUM","734","55,542","25741","OPTIMUM","734","55,577","25741","OPTIMUM","734","53,373","19729","OPTIMUM","734","53,795","19729"
"instance_40_20_5_3","OPTIMUM","757","47,145","43483","OPTIMUM","757","55,634","58115","OPTIMUM","757","72,628","58136","OPTIMUM","757","62,406","44207","OPTIMUM","757","48,928","23138","OPTIMUM","757","54,381","23159","OPTIMUM","757","56,283","16856","OPTIMUM","757","55,867","17580"
"instance_40_20_5_30","OPTIMUM","755","65,528","51491","OPTIMUM","755","67,341","64830","OPTIMUM","755","58,391","64852","OPTIMUM","755","53,201","51513","OPTIMUM","755","57,997","25526","OPTIMUM","755","58,173","25548","OPTIMUM","755","49,071","19617","OPTIMUM","755","56,023","19639"
"instance_40_20_5_31","OPTIMUM","737","32,01","50544","OPTIMUM","737","30,796","64435","OPTIMUM","737","33,728","64435","OPTIMUM","737","28,223","51224","OPTIMUM","737","25,764","23284","OPTIMUM","737","26,436","23284","OPTIMUM","737","29,65","17260","OPTIMUM","737","22,633","17940"
"instance_40_20_5_32","UNSATISFIABLE","","0,381","0","UNSATISFIABLE","","0,444","0","UNSATISFIABLE","","0,457","0","UNSATISFIABLE","","0,396","0","UNSATISFIABLE","","0,334","0","UNSATISFIABLE","","0,349","0","UNSATISFIABLE","","0,297","0","UNSATISFIABLE","","0,311","0"
"instance_40_20_5_33","OPTIMUM","769","73,404","67036","OPTIMUM","769","72,792","81113","OPTIMUM","769","73,472","81113","OPTIMUM","769","71,119","67036","OPTIMUM","769","64,553","27244","OPTIMUM","769","61,94","27244","OPTIMUM","769","68,162","20941","OPTIMUM","769","67,351","20941"
"instance_40_20_5_34","TIMEOUT","","300,125","0","TIMEOUT","","300,125","0","TIMEOUT","","300,126","0","TIMEOUT","","300,125","0","TIMEOUT","","300,124","0","TIMEOUT","","300,13","0","TIMEOUT","","300,122","0","OPTIMUM","748","254,61","19088"
"instance_40_20_5_35","UNSATISFIABLE","","0,497","0","UNSATISFIABLE","","0,589","0","UNSATISFIABLE","","0,572","0","UNSATISFIABLE","","0,53","0","UNSATISFIABLE","","0,543","0","UNSATISFIABLE","","0,436","0","UNSATISFIABLE","","0,467","0","UNSATISFIABLE","","0,433","0"
"instance_40_20_5_36","OPTIMUM","722","55,936","51716","OPTIMUM","722","65,805","66093","OPTIMUM","722","71,494","66106","OPTIMUM","722","57,896","51729","OPTIMUM","722","63,194","24389","OPTIMUM","722","57,9","24402","OPTIMUM","722","50,804","18255","OPTIMUM","722","56,593","18268"
"instance_40_20_5_37","OPTIMUM","771","44,72","56436","OPTIMUM","771","86,377","70367","OPTIMUM","771","52,388","70387","OPTIMUM","771","52,169","57143","OPTIMUM","771","44,279","24624","OPTIMUM","771","42,424","24644","OPTIMUM","771","48,938","18474","OPTIMUM","771","50,779","19181"
"instance_40_20_5_38","OPTIMUM","764","22,529","52292","OPTIMUM","764","39,305","66503","OPTIMUM","764","42,08","66503","OPTIMUM","764","22,522","52292","OPTIMUM","764","18,888","25002","OPTIMUM","764","18,826","25002","OPTIMUM","764","16,843","18846","OPTIMUM","764","16,97","18846"
"instance_40_20_5_39","OPTIMUM","776","96,474","53938","OPTIMUM","776","64,773","68294","OPTIMUM","776","48,056","68301","OPTIMUM","776","44,229","54636","OPTIMUM","776","68,166","25412","OPTIMUM","776","125,151","25419","OPTIMUM","776","42,801","19286","OPTIMUM","776","111,235","19984"
"instance_40_20_5_4","OPTIMUM","723","51,112","57811","OPTIMUM","723","51,438","71707","OPTIMUM","723","58,269","71723","OPTIMUM","723","50,875","58507","OPTIMUM","723","46,263","25161","OPTIMUM","723","39,375","25177","OPTIMUM","723","42,169","19012","OPTIMUM","723","49,028","19708"
"instance_40_20_5_40","OPTIMUM","688","68,009","56586","OPTIMUM","688","85,84","71721","OPTIMUM","688","78,998","71722","OPTIMUM","688","67,989","57292","OPTIMUM","688","79,531","24777","OPTIMUM","688","76,411","24778","OPTIMUM","688","91,797","18252","OPTIMUM","688","71,858","18958"
"instance_40_20_5_41","OPTIMUM","723","43,457","49094","OPTIMUM","723","45,771","63596","OPTIMUM","723","51,493","63661","OPTIMUM","723","40,343","49876","OPTIMUM","723","44,304","23218","OPTIMUM","723","33,827","23283","OPTIMUM","723","33,875","16751","OPTIMUM","723","35,632","17533"
"instance_40_20_5_42","OPTIMUM","722","61,211","58824","OPTIMUM","722","64,168","73218","OPTIMUM","722","70,012","73251","OPTIMUM","722","66,201","59557","OPTIMUM","722","43,571","26455","OPTIMUM","722","57,438","26488","OPTIMUM","722","52,954","20163","OPTIMUM","722","45,517","20896"
"instance_40_20_5_43","OPTIMUM","756","41,593","60954","OPTIMUM","756","47,877","75070","OPTIMUM","756","49,627","75070","OPTIMUM","756","38,377","60954","OPTIMUM","756","42,587","28068","OPTIMUM","756","40,085","28068","OPTIMUM","756","28,936","21832","OPTIMUM","756","32,579","21832"
"instance_40_20_5_44","OPTIMUM","735","44,837","59489","OPTIMUM","735","60,189","74298","OPTIMUM","735","54,66","74316","OPTIMUM","735","57,159","59507","OPTIMUM","735","44,162","25812","OPTIMUM","735","46,124","25830","OPTIMUM","735","47,955","19376","OPTIMUM","735","43,122","19394"
"instance_40_20_5_45","TIMEOUT","","300,116","0","TIMEOUT","","300,121","0","TIMEOUT","","300,116","0","TIMEOUT","","300,118","0","TIMEOUT","","300,116","0","TIMEOUT","","300,114","0","TIMEOUT","","300,114","0","TIMEOUT","","300,121","0"
"instance_40_20_5_46","OPTIMUM","741","43,726","44511","OPTIMUM","741","49,858","58614","OPTIMUM","741","43,255","58614","OPTIMUM","741","41,285","45199","OPTIMUM","741","37,95","22935","OPTIMUM","741","40,923","22935","OPTIMUM","741","34,717","16619","OPTIMUM","741","39,371","17307"
"instance_40_20_5_47","OPTIMUM","703","53,702","47404","OPTIMUM","703","55,817","60479","OPTIMUM","703","55,553","60479","OPTIMUM","703","54,03","48065","OPTIMUM","703","61,26","22887","OPTIMUM","703","63,058","22887","OPTIMUM","703","55,114","16980","OPTIMUM","703","53,538","17641"
