cfg_id;label;backend;formulation;method;delta;instance_name;status;elapsed_s;build_s;solve_s;verify_s;variables;constraints;explored;similarity;continuity;overtime;coverage;weighted_score
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_24;OPTIMUM;0.0523;0.0065;0.0434;0.0001;3343;3066;1;450;3;0;120;447
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_25;OPTIMUM;0.0331;0.0044;0.0267;0.0001;2287;2294;1;411;3;0;120;408
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_26;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_27;OPTIMUM;0.0460;0.0054;0.0384;0.0001;2917;2741;1;416;6;0;120;410
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_28;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_29;OPTIMUM;0.0300;0.0042;0.0238;0.0001;2095;2159;1;409;4;0;120;405
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_3;OPTIMUM;0.0516;0.0060;0.0434;0.0001;3366;3038;1;443;5;0;120;438
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_30;OPTIMUM;0.0550;0.0060;0.0468;0.0001;3307;3074;1;441;4;0;120;437
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_31;OPTIMUM;0.0510;0.0059;0.0430;0.0001;3331;3021;1;418;6;0;120;412
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_32;OPTIMUM;0.0514;0.0058;0.0433;0.0001;3155;2791;1;390;3;0;120;387
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_33;OPTIMUM;0.0486;0.0059;0.0406;0.0001;3223;2979;1;438;3;0;120;435
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_34;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_35;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_36;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_37;OPTIMUM;0.0441;0.0057;0.0361;0.0001;2865;2755;1;432;5;0;120;427
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_38;OPTIMUM;0.0457;0.0054;0.0383;0.0001;2845;2745;1;403;1;0;120;402
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_39;OPTIMUM;0.0507;0.0058;0.0425;0.0001;3288;3013;1;450;3;0;120;447
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_4;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_40;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_41;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_42;OPTIMUM;0.0612;0.0065;0.0523;0.0001;3363;3102;1;441;4;0;120;437
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_43;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_44;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_45;OPTIMUM;0.0561;0.0068;0.0468;0.0001;3586;3190;1;426;4;0;120;422
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_46;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_47;OPTIMUM;0.0404;0.0056;0.0325;0.0001;2811;2697;1;433;5;0;120;428
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_48;OPTIMUM;0.0427;0.0056;0.0350;0.0001;2913;2779;1;434;3;0;120;431
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_49;OPTIMUM;0.0417;0.0056;0.0339;0.0001;2912;2738;1;442;6;0;120;436
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_5;OPTIMUM;0.0446;0.0052;0.0374;0.0001;2772;2611;1;430;9;0;120;421
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_50;OPTIMUM;0.0319;0.0045;0.0254;0.0001;2294;2254;1;415;11;0;120;404
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_6;OPTIMUM;0.0390;0.0049;0.0321;0.0001;2621;2606;1;446;5;0;120;441
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_7;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_8;INFEASIBLE;0.0104;0.0060;0.0024;0.0000;3104;2911;0;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_30_15_4_9;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_1;OPTIMUM;0.1477;0.0136;0.1309;0.0002;7806;6177;1;782;3;0;200;779
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_10;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_11;OPTIMUM;0.1378;0.0145;0.1200;0.0002;8366;6741;1;784;1;0;200;783
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_12;OPTIMUM;0.1207;0.0145;0.1025;0.0002;7935;6437;1;784;3;0;200;781
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_13;OPTIMUM;0.1432;0.0147;0.1250;0.0002;8187;6772;1;787;3;0;200;784
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_14;OPTIMUM;0.1802;0.0162;0.1602;0.0002;9031;7290;1;781;0;0;200;781
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_15;OPTIMUM;0.1416;0.0149;0.1229;0.0002;7991;6437;1;720;5;0;200;715
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_16;OPTIMUM;0.1248;0.0133;0.1082;0.0002;7425;6080;1;764;5;0;200;759
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_17;OPTIMUM;0.1337;0.0143;0.1159;0.0002;7867;6418;1;753;8;0;200;745
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_18;OPTIMUM;0.1332;0.0148;0.1150;0.0002;8262;6693;1;786;2;0;200;784
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_19;OPTIMUM;0.1066;0.0113;0.0923;0.0002;5910;5212;1;741;7;0;200;734
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_2;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_20;OPTIMUM;0.2133;0.0152;0.1945;0.0002;8180;6439;1;772;5;0;200;767
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_21;OPTIMUM;0.1376;0.0160;0.1180;0.0002;8490;6813;1;760;2;0;200;758
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_22;OPTIMUM;0.1309;0.0127;0.1151;0.0002;6757;5793;1;770;9;0;200;761
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_23;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_24;OPTIMUM;0.1129;0.0119;0.0978;0.0002;6415;5517;1;751;13;0;200;738
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_25;OPTIMUM;0.1116;0.0124;0.0961;0.0002;6367;5530;1;769;8;0;200;761
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_26;OPTIMUM;0.1457;0.0152;0.1269;0.0002;8367;6757;1;778;2;0;200;776
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_27;OPTIMUM;0.1221;0.0122;0.1068;0.0002;6288;5519;1;754;15;0;200;739
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_28;OPTIMUM;0.1320;0.0144;0.1138;0.0002;7869;6569;1;750;8;0;200;742
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_29;OPTIMUM;0.1056;0.0130;0.0895;0.0002;6686;5707;1;752;6;0;200;746
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_3;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_30;OPTIMUM;0.1408;0.0165;0.1205;0.0002;9104;7202;1;771;5;0;200;766
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_31;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_32;OPTIMUM;0.1340;0.0143;0.1164;0.0002;7826;6652;1;721;11;0;200;710
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_33;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_34;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_35;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_36;OPTIMUM;0.1480;0.0151;0.1291;0.0002;8531;6890;1;788;0;0;200;788
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_37;OPTIMUM;0.1301;0.0137;0.1132;0.0002;7699;6496;1;754;4;0;200;750
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_38;OPTIMUM;0.1468;0.0129;0.1307;0.0002;6726;5915;1;741;5;0;200;736
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_39;OPTIMUM;0.1196;0.0121;0.1043;0.0002;6492;5387;1;748;10;0;200;738
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_4;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_40;OPTIMUM;0.1208;0.0144;0.1027;0.0002;7792;6455;1;775;6;0;200;769
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_41;OPTIMUM;0.1536;0.0153;0.1347;0.0002;8669;6835;1;770;5;0;200;765
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_42;OPTIMUM;0.1143;0.0127;0.0984;0.0002;6886;5873;1;747;8;0;200;739
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_43;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_44;OPTIMUM;0.1526;0.0157;0.1334;0.0002;8468;6856;1;786;3;0;200;783
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_45;OPTIMUM;0.1587;0.0150;0.1400;0.0002;7993;6603;1;711;6;0;200;705
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_46;INFEASIBLE;0.0243;0.0158;0.0057;0.0000;8709;6987;0;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_47;OPTIMUM;0.1348;0.0164;0.1148;0.0002;9002;7177;1;785;3;0;200;782
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_48;OPTIMUM;0.1361;0.0145;0.1183;0.0002;8403;6784;1;769;1;0;200;768
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_49;OPTIMUM;0.1576;0.0137;0.1406;0.0002;7358;6129;1;734;14;0;200;720
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_5;OPTIMUM;0.1212;0.0150;0.1028;0.0002;8268;6681;1;787;6;0;200;781
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_50;OPTIMUM;0.1492;0.0161;0.1292;0.0002;9009;7033;1;791;5;0;200;786
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_6;PARSE_ERROR;;;;;;;;;;;;;;
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_7;OPTIMUM;0.1411;0.0168;0.1204;0.0002;9134;7208;1;785;1;0;200;784
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_8;OPTIMUM;0.1835;0.0136;0.1665;0.0002;7559;6317;1;772;4;0;200;768
1;GUROBI-MIP;gurobi-mip;mip-e;weighted;-;instance_40_25_5_9;OPTIMUM;0.1367;0.0154;0.1176;0.0002;8465;6891;1;776;1;0;200;775
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_1;OPTIMUM;0.0749;0.0068;0.0670;0.0001;3371;3079;0;450;7;0;120;443
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_10;OPTIMUM;0.0632;0.0057;0.0565;0.0001;2858;2791;0;425;7;0;120;418
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_11;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_12;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_13;OPTIMUM;0.0767;0.0047;0.0712;0.0001;2204;2192;0;386;3;0;120;383
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_14;OPTIMUM;0.0788;0.0061;0.0717;0.0001;3089;2948;0;424;12;0;120;412
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_15;OPTIMUM;0.0998;0.0066;0.0922;0.0001;3341;3041;0;452;4;0;120;448
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_16;OPTIMUM;0.0587;0.0049;0.0529;0.0001;2300;2344;0;401;2;0;120;399
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_17;OPTIMUM;0.0688;0.0060;0.0617;0.0001;2875;2724;0;427;5;0;120;422
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_18;OPTIMUM;0.1027;0.0074;0.0942;0.0001;3959;3386;0;463;5;0;120;458
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_19;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_2;OPTIMUM;0.0579;0.0044;0.0527;0.0001;2165;2208;0;378;4;0;120;374
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_20;OPTIMUM;0.0661;0.0055;0.0597;0.0001;2444;2469;0;434;6;0;120;428
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_21;INFEASIBLE;0.0053;0.0040;0.0006;0.0000;1837;1922;0;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_22;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_23;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_24;OPTIMUM;0.0678;0.0069;0.0599;0.0001;3343;3066;0;449;2;0;120;447
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_25;OPTIMUM;0.0546;0.0046;0.0492;0.0001;2287;2294;0;411;3;0;120;408
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_26;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_27;OPTIMUM;0.0658;0.0060;0.0588;0.0001;2917;2741;0;414;4;0;120;410
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_28;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_29;OPTIMUM;0.0522;0.0045;0.0469;0.0001;2095;2159;0;409;4;0;120;405
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_3;OPTIMUM;0.0836;0.0064;0.0760;0.0001;3366;3038;0;443;5;0;120;438
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_30;OPTIMUM;0.0816;0.0061;0.0745;0.0001;3307;3074;0;443;6;0;120;437
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_31;OPTIMUM;0.0746;0.0066;0.0669;0.0001;3331;3021;0;419;7;0;120;412
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_32;OPTIMUM;0.0933;0.0062;0.0860;0.0001;3155;2791;0;390;3;0;120;387
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_33;OPTIMUM;0.0771;0.0063;0.0697;0.0001;3223;2979;0;437;2;0;120;435
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_34;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_35;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_36;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_37;OPTIMUM;0.0738;0.0059;0.0668;0.0001;2865;2755;0;432;5;0;120;427
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_38;OPTIMUM;0.0967;0.0060;0.0898;0.0001;2845;2745;0;405;3;0;120;402
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_39;OPTIMUM;0.0852;0.0064;0.0778;0.0001;3288;3013;0;450;3;0;120;447
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_4;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_40;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_41;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_42;OPTIMUM;0.0819;0.0068;0.0741;0.0001;3363;3102;0;441;4;0;120;437
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_43;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_44;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_45;OPTIMUM;0.0889;0.0075;0.0803;0.0001;3586;3190;0;425;3;0;120;422
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_46;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_47;OPTIMUM;0.0547;0.0056;0.0482;0.0001;2811;2697;0;432;4;0;120;428
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_48;OPTIMUM;0.0755;0.0058;0.0688;0.0001;2913;2779;0;434;3;0;120;431
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_49;OPTIMUM;0.0762;0.0064;0.0688;0.0001;2912;2738;0;441;5;0;120;436
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_5;OPTIMUM;0.0627;0.0057;0.0561;0.0001;2772;2611;0;428;7;0;120;421
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_50;OPTIMUM;0.0496;0.0047;0.0441;0.0001;2294;2254;0;415;11;0;120;404
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_6;OPTIMUM;0.0639;0.0053;0.0577;0.0001;2621;2606;0;446;5;0;120;441
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_7;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_8;INFEASIBLE;0.0083;0.0065;0.0009;0.0000;3104;2911;0;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_30_15_4_9;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_1;OPTIMUM;0.2387;0.0149;0.2216;0.0002;7806;6177;0;781;2;0;200;779
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_10;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_11;OPTIMUM;0.1749;0.0164;0.1562;0.0002;8366;6741;0;784;1;0;200;783
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_12;OPTIMUM;0.2387;0.0145;0.2217;0.0002;7935;6437;0;784;3;0;200;781
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_13;OPTIMUM;0.2115;0.0160;0.1933;0.0002;8187;6772;0;786;2;0;200;784
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_14;OPTIMUM;0.2265;0.0171;0.2069;0.0002;9031;7290;0;781;0;0;200;781
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_15;OPTIMUM;0.2184;0.0157;0.2005;0.0002;7991;6437;0;719;4;0;200;715
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_16;OPTIMUM;0.1926;0.0149;0.1754;0.0002;7425;6080;0;764;5;0;200;759
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_17;OPTIMUM;0.2477;0.0155;0.2298;0.0002;7867;6418;0;753;8;0;200;745
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_18;OPTIMUM;0.1991;0.0146;0.1825;0.0002;8262;6693;0;786;2;0;200;784
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_19;OPTIMUM;0.1728;0.0113;0.1596;0.0002;5910;5212;0;742;8;0;200;734
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_2;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_20;OPTIMUM;0.2821;0.0159;0.2639;0.0002;8180;6439;0;772;5;0;200;767
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_21;OPTIMUM;0.2147;0.0158;0.1962;0.0002;8490;6813;0;760;2;0;200;758
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_22;OPTIMUM;0.1917;0.0132;0.1766;0.0002;6757;5793;0;770;9;0;200;761
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_23;PARSE_ERROR;;;;;;;;;;;;;;
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_24;OPTIMUM;0.1550;0.0119;0.1415;0.0002;6415;5517;0;751;13;0;200;738
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_25;OPTIMUM;0.1648;0.0134;0.1494;0.0002;6367;5530;0;769;8;0;200;761
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_26;OPTIMUM;0.2474;0.0154;0.2299;0.0002;8367;6757;0;777;1;0;200;776
2;CPLEX-MIP;cplex-mip;mip-e;weighted;-;instance_40_25_5_27;OPTIMUM;0.1918;0.0125;0.1774;0.0002;6288;5519;0;753;14;0;200;739
