"cfg_id","label","instance_name","cardinality","ic","sb","status","elapsed_s","solve_s","variables","hard_clauses","soft_clauses","best_value","similarity","continuity","overtime","coverage"
"8","TOT-both-ss","instance_30_25_4_23","totalizer","both","slot-service","OPTIMUM","15,27983","15,17677","16528","171834","3467","465","468","3","0","120"
"8","TOT-both-ss","instance_30_25_4_24","totalizer","both","slot-service","OPTIMUM","24,12679","24,02097","16654","179725","3224","460","462","2","0","120"
"8","TOT-both-ss","instance_30_25_4_25","totalizer","both","slot-service","OPTIMUM","35,59409","35,43128","20345","266238","3750","459","460","1","0","120"
"8","TOT-both-ss","instance_30_25_4_26","totalizer","both","slot-service","OPTIMUM","15,04315","14,94847","15257","138659","3126","461","465","4","0","120"
"8","TOT-both-ss","instance_30_25_4_27","totalizer","both","slot-service","OPTIMUM","28,69135","28,56651","18431","234549","3317","467","470","3","0","120"
"8","TOT-both-ss","instance_30_25_4_28","totalizer","both","slot-service","OPTIMUM","20,56167","20,4919","12963","111871","2922","411","413","2","0","120"
"8","TOT-both-ss","instance_30_25_4_29","totalizer","both","slot-service","OPTIMUM","28,90894","28,7918","18712","211642","3611","461","466","5","0","120"
"8","TOT-both-ss","instance_30_25_4_3","totalizer","both","slot-service","OPTIMUM","33,26001","33,16072","16373","157124","3320","427","435","8","0","120"
"8","TOT-both-ss","instance_30_25_4_30","totalizer","both","slot-service","OPTIMUM","31,40257","31,29836","16706","171143","3370","453","458","5","0","120"
"8","TOT-both-ss","instance_30_25_4_31","totalizer","both","slot-service","OPTIMUM","19,39049","19,28558","17030","172304","3354","437","440","3","0","120"
"8","TOT-both-ss","instance_30_25_4_32","totalizer","both","slot-service","OPTIMUM","21,75351","21,66265","15566","136713","3418","450","453","3","0","120"
"8","TOT-both-ss","instance_30_25_4_33","totalizer","both","slot-service","OPTIMUM","7,273145","7,161072","17696","196123","3348","470","470","0","0","120"
"8","TOT-both-ss","instance_30_25_4_34","totalizer","both","slot-service","OPTIMUM","18,96887","18,85375","18303","209414","3619","458","460","2","0","120"
"8","TOT-both-ss","instance_30_25_4_35","totalizer","both","slot-service","OPTIMUM","15,91762","15,82293","14727","134899","3092","447","451","4","0","120"
"8","TOT-both-ss","instance_30_25_4_36","totalizer","both","slot-service","OPTIMUM","25,89189","25,79111","15991","162122","3209","457","458","1","0","120"
"8","TOT-both-ss","instance_30_25_4_37","totalizer","both","slot-service","OPTIMUM","17,7927","17,68547","16821","175368","3378","440","444","4","0","120"
"8","TOT-both-ss","instance_30_25_4_38","totalizer","both","slot-service","OPTIMUM","19,57611","19,46003","17594","193368","3532","454","457","3","0","120"
"8","TOT-both-ss","instance_30_25_4_39","totalizer","both","slot-service","OPTIMUM","20,76119","20,66214","15697","164093","3240","428","433","5","0","120"
