instance_name;lex-overtime__ORIGINAL_status;lex-overtime__ORIGINAL_weighted_reference;lex-overtime__ORIGINAL_stages;lex-overtime__ORIGINAL_elapsed_s;lex-overtime__ORIGINAL_vars;lex-overtime__SN-both-none_status;lex-overtime__SN-both-none_weighted_reference;lex-overtime__SN-both-none_stages;lex-overtime__SN-both-none_elapsed_s;lex-overtime__SN-both-none_vars;lex-overtime__SN-both-ss_status;lex-overtime__SN-both-ss_weighted_reference;lex-overtime__SN-both-ss_stages;lex-overtime__SN-both-ss_elapsed_s;lex-overtime__SN-both-ss_vars;lex-overtime__SN-none-ss_status;lex-overtime__SN-none-ss_weighted_reference;lex-overtime__SN-none-ss_stages;lex-overtime__SN-none-ss_elapsed_s;lex-overtime__SN-none-ss_vars;lex-overtime__TOT-both-none_status;lex-overtime__TOT-both-none_weighted_reference;lex-overtime__TOT-both-none_stages;lex-overtime__TOT-both-none_elapsed_s;lex-overtime__TOT-both-none_vars;lex-overtime__TOT-both-ss_status;lex-overtime__TOT-both-ss_weighted_reference;lex-overtime__TOT-both-ss_stages;lex-overtime__TOT-both-ss_elapsed_s;lex-overtime__TOT-both-ss_vars;lex-overtime__TOT-none-none_status;lex-overtime__TOT-none-none_weighted_reference;lex-overtime__TOT-none-none_stages;lex-overtime__TOT-none-none_elapsed_s;lex-overtime__TOT-none-none_vars;lex-overtime__TOT-none-ss_status;lex-overtime__TOT-none-ss_weighted_reference;lex-overtime__TOT-none-ss_stages;lex-overtime__TOT-none-ss_elapsed_s;lex-overtime__TOT-none-ss_vars
instance_30_15_4_21;UNSATISFIABLE;None;;0.042;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.059;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.057;0
instance_30_15_4_22;OPTIMUM;413.0;0 | 0 | 413;72.803;104562;OPTIMUM;413.0;0 | 0 | 413;73.109;111698;OPTIMUM;413.0;0 | 0 | 413;72.391;111707;OPTIMUM;413.0;0 | 0 | 413;72.636;104981;OPTIMUM;413.0;0 | 0 | 413;72.316;98118;OPTIMUM;413.0;0 | 0 | 413;71.583;98127;OPTIMUM;413.0;0 | 0 | 413;72.246;94840;OPTIMUM;413.0;0 | 0 | 413;71.199;95259
instance_30_15_4_23;OPTIMUM;427.0;0 | 0 | 427;72.296;112033;OPTIMUM;427.0;0 | 0 | 427;72.667;119246;OPTIMUM;427.0;0 | 0 | 427;73.816;119255;OPTIMUM;427.0;0 | 0 | 427;73.945;112463;OPTIMUM;427.0;0 | 0 | 427;71.906;100294;OPTIMUM;427.0;0 | 0 | 427;72.421;100303;OPTIMUM;427.0;0 | 0 | 427;71.855;96926;OPTIMUM;427.0;0 | 0 | 427;72.361;97356
instance_30_15_4_24;OPTIMUM;444.0;0 | 0 | 444;82.023;123410;OPTIMUM;444.0;0 | 0 | 444;82.398;129890;OPTIMUM;444.0;0 | 0 | 444;82.57;129890;OPTIMUM;444.0;0 | 0 | 444;82.073;123808;OPTIMUM;444.0;0 | 0 | 444;84.217;113804;OPTIMUM;444.0;0 | 0 | 444;84.257;113804;OPTIMUM;444.0;0 | 0 | 444;82.83;110778;OPTIMUM;444.0;0 | 0 | 444;82.064;111176
instance_30_15_4_25;OPTIMUM;402.0;0 | 0 | 402;52.876;117076;OPTIMUM;402.0;0 | 0 | 402;54.305;124659;OPTIMUM;402.0;0 | 0 | 402;53.393;124659;OPTIMUM;402.0;0 | 0 | 402;54.073;117499;OPTIMUM;402.0;0 | 0 | 402;53.701;108264;OPTIMUM;402.0;0 | 0 | 402;53.765;108264;OPTIMUM;402.0;0 | 0 | 402;52.59;104761;OPTIMUM;402.0;0 | 0 | 402;53.764;105184
instance_30_15_4_26;OPTIMUM;436.0;0 | 0 | 436;79.002;111226;OPTIMUM;436.0;0 | 0 | 436;76.63;117807;OPTIMUM;436.0;0 | 0 | 436;77.1;117810;OPTIMUM;436.0;0 | 0 | 436;78.983;111626;OPTIMUM;436.0;0 | 0 | 436;75.753;101609;OPTIMUM;436.0;0 | 0 | 436;75.684;101612;OPTIMUM;436.0;0 | 0 | 436;77.242;98398;OPTIMUM;436.0;0 | 0 | 436;78.585;98798
instance_30_15_4_27;OPTIMUM;407.0;0 | 0 | 407;70.915;111626;OPTIMUM;407.0;0 | 0 | 407;70.435;118997;OPTIMUM;407.0;0 | 0 | 407;70.544;119005;OPTIMUM;407.0;0 | 0 | 407;70.705;112060;OPTIMUM;407.0;0 | 0 | 407;69.658;103477;OPTIMUM;407.0;0 | 0 | 407;70.423;103485;OPTIMUM;407.0;0 | 0 | 407;70.483;100056;OPTIMUM;407.0;0 | 0 | 407;70.267;100490
instance_30_15_4_28;OPTIMUM;410.0;0 | 0 | 410;67.548;107636;OPTIMUM;410.0;0 | 0 | 410;69.005;114859;OPTIMUM;410.0;0 | 0 | 410;68.034;114870;OPTIMUM;410.0;0 | 0 | 410;67.554;108063;OPTIMUM;410.0;0 | 0 | 410;68.166;99128;OPTIMUM;410.0;0 | 0 | 410;65.216;99139;OPTIMUM;410.0;0 | 0 | 410;67.133;95757;OPTIMUM;410.0;0 | 0 | 410;65.012;96184
instance_30_15_4_29;OPTIMUM;399.0;0 | 0 | 399;43.467;99695;OPTIMUM;399.0;0 | 0 | 399;43.933;107491;OPTIMUM;399.0;0 | 0 | 399;43.845;107496;OPTIMUM;399.0;0 | 0 | 399;43.478;100122;OPTIMUM;399.0;0 | 0 | 399;43.425;97146;OPTIMUM;399.0;0 | 0 | 399;43.425;97151;OPTIMUM;399.0;0 | 0 | 399;40.13;93555;OPTIMUM;399.0;0 | 0 | 399;40.685;93982
instance_30_15_4_3;OPTIMUM;431.0;0 | 0 | 431;70.239;118898;OPTIMUM;431.0;0 | 0 | 431;70.874;125548;OPTIMUM;431.0;0 | 0 | 431;70.911;125548;OPTIMUM;431.0;0 | 0 | 431;70.299;118898;OPTIMUM;431.0;0 | 0 | 431;69.633;109206;OPTIMUM;431.0;0 | 0 | 431;69.635;109206;OPTIMUM;431.0;0 | 0 | 431;69.816;105833;OPTIMUM;431.0;0 | 0 | 431;69.607;105833
instance_30_15_4_30;OPTIMUM;435.0;0 | 0 | 435;74.515;118917;OPTIMUM;435.0;0 | 0 | 435;80.085;125637;OPTIMUM;435.0;0 | 0 | 435;78.58;125637;OPTIMUM;435.0;0 | 0 | 435;80.218;119321;OPTIMUM;435.0;0 | 0 | 435;76.965;106693;OPTIMUM;435.0;0 | 0 | 435;79.538;106693;OPTIMUM;435.0;0 | 0 | 435;72.447;103466;OPTIMUM;435.0;0 | 0 | 435;78.18;103870
instance_30_15_4_31;OPTIMUM;407.0;0 | 0 | 407;74.643;112398;OPTIMUM;407.0;0 | 0 | 407;75.143;118707;OPTIMUM;407.0;0 | 0 | 407;77.161;118707;OPTIMUM;407.0;0 | 0 | 407;74.633;112800;OPTIMUM;407.0;0 | 0 | 407;73.818;102031;OPTIMUM;407.0;0 | 0 | 407;73.885;102031;OPTIMUM;407.0;0 | 0 | 407;73.918;98974;OPTIMUM;407.0;0 | 0 | 407;76.771;99376
instance_30_15_4_32;OPTIMUM;382.0;0 | 0 | 382;63.774;110958;OPTIMUM;382.0;0 | 0 | 382;65.406;117913;OPTIMUM;382.0;0 | 0 | 382;64.07;117945;OPTIMUM;382.0;0 | 0 | 382;64.657;111419;OPTIMUM;382.0;0 | 0 | 382;65.289;103622;OPTIMUM;382.0;0 | 0 | 382;64.17;103654;OPTIMUM;382.0;0 | 0 | 382;63.314;100253;OPTIMUM;382.0;0 | 0 | 382;63.078;100714
instance_30_15_4_33;OPTIMUM;429.0;0 | 0 | 429;79.591;120286;OPTIMUM;429.0;0 | 0 | 429;80.098;127540;OPTIMUM;429.0;0 | 0 | 429;79.903;127545;OPTIMUM;429.0;0 | 0 | 429;79.491;120709;OPTIMUM;429.0;0 | 0 | 429;79.013;109220;OPTIMUM;429.0;0 | 0 | 429;78.969;109225;OPTIMUM;429.0;0 | 0 | 429;78.975;105839;OPTIMUM;429.0;0 | 0 | 429;78.714;106262
instance_30_15_4_34;OPTIMUM;396.0;0 | 0 | 396;69.178;114878;OPTIMUM;396.0;0 | 0 | 396;69.777;122538;OPTIMUM;396.0;0 | 0 | 396;69.708;122538;OPTIMUM;396.0;0 | 0 | 396;69.254;114878;OPTIMUM;396.0;0 | 0 | 396;68.764;106815;OPTIMUM;396.0;0 | 0 | 396;68.774;106815;OPTIMUM;396.0;0 | 0 | 396;68.568;103186;OPTIMUM;396.0;0 | 0 | 396;68.382;103186
instance_30_15_4_35;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.065;0
instance_30_15_4_36;OPTIMUM;427.0;0 | 0 | 427;57.979;99541;OPTIMUM;427.0;0 | 0 | 427;59.233;106383;OPTIMUM;427.0;0 | 0 | 427;58.678;106445;OPTIMUM;427.0;0 | 0 | 427;58.152;100021;OPTIMUM;427.0;0 | 0 | 427;57.555;90169;OPTIMUM;427.0;0 | 0 | 427;57.678;90231;OPTIMUM;427.0;0 | 0 | 427;57.393;86912;OPTIMUM;427.0;0 | 0 | 427;57.356;87392
instance_30_15_4_37;OPTIMUM;420.0;0 | 0 | 420;63.515;120896;OPTIMUM;420.0;0 | 0 | 420;62.844;127826;OPTIMUM;420.0;0 | 0 | 420;62.755;127826;OPTIMUM;420.0;0 | 0 | 420;62.372;121301;OPTIMUM;420.0;0 | 0 | 420;62.197;113074;OPTIMUM;420.0;0 | 0 | 420;62.145;113074;OPTIMUM;420.0;0 | 0 | 420;62.043;109785;OPTIMUM;420.0;0 | 0 | 420;61.965;110190
instance_30_15_4_38;OPTIMUM;402.0;0 | 0 | 402;64.576;106259;OPTIMUM;402.0;0 | 0 | 402;65.228;113653;OPTIMUM;402.0;0 | 0 | 402;64.179;113653;OPTIMUM;402.0;0 | 0 | 402;64.626;106686;OPTIMUM;402.0;0 | 0 | 402;64.345;98641;OPTIMUM;402.0;0 | 0 | 402;64.518;98641;OPTIMUM;402.0;0 | 0 | 402;64.125;95079;OPTIMUM;402.0;0 | 0 | 402;63.982;95506
instance_30_15_4_39;OPTIMUM;437.0;0 | 0 | 437;71.691;109253;OPTIMUM;437.0;0 | 0 | 437;72.18;116033;OPTIMUM;437.0;0 | 0 | 437;72.117;116033;OPTIMUM;437.0;0 | 0 | 437;71.657;109253;OPTIMUM;437.0;0 | 0 | 437;71.286;99780;OPTIMUM;437.0;0 | 0 | 437;71.301;99780;OPTIMUM;437.0;0 | 0 | 437;71.222;96487;OPTIMUM;437.0;0 | 0 | 437;71.022;96487
instance_30_15_4_4;OPTIMUM;450.0;0 | 0 | 450;91.733;124082;OPTIMUM;450.0;0 | 0 | 450;92.38;130518;OPTIMUM;450.0;0 | 0 | 450;95.321;130518;OPTIMUM;450.0;0 | 0 | 450;95.195;124491;OPTIMUM;450.0;0 | 0 | 450;90.213;112190;OPTIMUM;450.0;0 | 0 | 450;94.232;112190;OPTIMUM;450.0;0 | 0 | 450;90.155;108926;OPTIMUM;450.0;0 | 0 | 450;93.981;109335
instance_30_15_4_40;OPTIMUM;450.0;0 | 0 | 450;69.183;99528;OPTIMUM;450.0;0 | 0 | 450;67.736;106520;OPTIMUM;450.0;0 | 0 | 450;69.507;106541;OPTIMUM;450.0;0 | 0 | 450;69.022;99549;OPTIMUM;450.0;0 | 0 | 450;67.643;89867;OPTIMUM;450.0;0 | 0 | 450;67.53;89888;OPTIMUM;450.0;0 | 0 | 450;67.492;86543;OPTIMUM;450.0;0 | 0 | 450;67.294;86564
instance_30_15_4_41;OPTIMUM;443.0;0 | 0 | 443;80.576;118521;OPTIMUM;443.0;0 | 0 | 443;80.021;125445;OPTIMUM;443.0;0 | 0 | 443;79.625;125473;OPTIMUM;443.0;0 | 0 | 443;79.328;118971;OPTIMUM;443.0;0 | 0 | 443;81.953;105833;OPTIMUM;443.0;0 | 0 | 443;83.747;105861;OPTIMUM;443.0;0 | 0 | 443;78.857;102542;OPTIMUM;443.0;0 | 0 | 443;79.779;102992
instance_30_15_4_42;OPTIMUM;432.0;0 | 0 | 432;77.657;118667;OPTIMUM;432.0;0 | 0 | 432;77.109;125208;OPTIMUM;432.0;0 | 0 | 432;77.097;125208;OPTIMUM;432.0;0 | 0 | 432;76.575;119082;OPTIMUM;432.0;0 | 0 | 432;76.562;105183;OPTIMUM;432.0;0 | 0 | 432;75.72;105183;OPTIMUM;432.0;0 | 0 | 432;76.525;101869;OPTIMUM;432.0;0 | 0 | 432;76.324;102284
instance_30_15_4_43;OPTIMUM;411.0;0 | 0 | 411;82.424;111450;OPTIMUM;411.0;0 | 0 | 411;84.247;118072;OPTIMUM;411.0;0 | 0 | 411;81.267;118105;OPTIMUM;411.0;0 | 0 | 411;83.556;111904;OPTIMUM;411.0;0 | 0 | 411;79.952;101537;OPTIMUM;411.0;0 | 0 | 411;80.056;101570;OPTIMUM;411.0;0 | 0 | 411;80.85;98344;OPTIMUM;411.0;0 | 0 | 411;82.42;98798
instance_30_15_4_44;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.048;0
instance_30_15_4_45;OPTIMUM;416.0;0 | 0 | 416;71.486;119428;OPTIMUM;416.0;0 | 0 | 416;72.018;126478;OPTIMUM;416.0;0 | 0 | 416;73.525;126497;OPTIMUM;416.0;0 | 0 | 416;72.852;119447;OPTIMUM;416.0;0 | 0 | 416;70.854;107345;OPTIMUM;416.0;0 | 0 | 416;70.932;107364;OPTIMUM;416.0;0 | 0 | 416;70.672;103941;OPTIMUM;416.0;0 | 0 | 416;70.673;103960
instance_30_15_4_46;OPTIMUM;446.0;0 | 0 | 446;76.063;113933;OPTIMUM;446.0;0 | 0 | 446;76.251;120258;OPTIMUM;446.0;0 | 0 | 446;76.683;120265;OPTIMUM;446.0;0 | 0 | 446;76.147;114339;OPTIMUM;446.0;0 | 0 | 446;76.412;104274;OPTIMUM;446.0;0 | 0 | 446;75.364;104281;OPTIMUM;446.0;0 | 0 | 446;75.162;101182;OPTIMUM;446.0;0 | 0 | 446;75.271;101588
instance_30_15_4_47;OPTIMUM;417.0;0 | 1 | 418;59.762;126490;OPTIMUM;417.0;0 | 1 | 418;60.305;133965;OPTIMUM;417.0;0 | 1 | 418;60.179;133965;OPTIMUM;417.0;0 | 1 | 418;59.863;126924;OPTIMUM;417.0;0 | 1 | 418;59.524;119535;OPTIMUM;417.0;0 | 1 | 418;59.564;119535;OPTIMUM;417.0;0 | 1 | 418;59.422;115960;OPTIMUM;417.0;0 | 1 | 418;59.39;116394
instance_30_15_4_48;OPTIMUM;430.0;0 | 0 | 430;65.295;102677;OPTIMUM;430.0;0 | 0 | 430;65.674;109643;OPTIMUM;430.0;0 | 0 | 430;65.647;109643;OPTIMUM;430.0;0 | 0 | 430;65.342;103098;OPTIMUM;430.0;0 | 0 | 430;64.931;94500;OPTIMUM;430.0;0 | 0 | 430;64.979;94500;OPTIMUM;430.0;0 | 0 | 430;64.84;91151;OPTIMUM;430.0;0 | 0 | 430;64.774;91572
instance_30_15_4_49;OPTIMUM;421.0;0 | 0 | 421;74.738;109375;OPTIMUM;421.0;0 | 0 | 421;75.141;116059;OPTIMUM;421.0;0 | 0 | 421;77.616;116075;OPTIMUM;421.0;0 | 0 | 421;77.922;109804;OPTIMUM;421.0;0 | 0 | 421;74.469;97154;OPTIMUM;421.0;0 | 0 | 421;76.475;97170;OPTIMUM;421.0;0 | 0 | 421;74.327;93841;OPTIMUM;421.0;0 | 0 | 421;76.171;94270
instance_30_15_4_5;OPTIMUM;400.0;0 | 1 | 401;63.174;100279;OPTIMUM;400.0;0 | 1 | 401;63.56;107883;OPTIMUM;400.0;0 | 1 | 401;64.01;107884;OPTIMUM;400.0;0 | 1 | 401;63.268;100705;OPTIMUM;400.0;0 | 1 | 401;62.718;90873;OPTIMUM;400.0;0 | 1 | 401;62.882;90874;OPTIMUM;400.0;0 | 1 | 401;62.581;87287;OPTIMUM;400.0;0 | 1 | 401;62.494;87713
instance_30_15_4_50;OPTIMUM;396.0;0 | 7 | 403;65.607;102468;OPTIMUM;396.0;0 | 7 | 403;72.137;108737;OPTIMUM;396.0;0 | 7 | 403;64.837;108738;OPTIMUM;396.0;0 | 7 | 403;66.803;102880;OPTIMUM;396.0;0 | 7 | 403;68.359;96102;OPTIMUM;396.0;0 | 7 | 403;63.485;96103;OPTIMUM;396.0;0 | 7 | 403;63.617;92888;OPTIMUM;396.0;0 | 7 | 403;62.785;93300
instance_30_15_4_6;OPTIMUM;436.0;0 | 0 | 436;79.859;114094;OPTIMUM;436.0;0 | 0 | 436;77.762;120258;OPTIMUM;436.0;0 | 0 | 436;79.81;120260;OPTIMUM;436.0;0 | 0 | 436;80.278;114495;OPTIMUM;436.0;0 | 0 | 436;77.902;109354;OPTIMUM;436.0;0 | 0 | 436;79.17;109356;OPTIMUM;436.0;0 | 0 | 436;77.663;106246;OPTIMUM;436.0;0 | 0 | 436;77.603;106647
instance_30_15_4_7;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.091;0;UNSATISFIABLE;None;;0.094;0;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.07;0
instance_30_15_4_8;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.065;0
instance_30_15_4_9;OPTIMUM;385.0;0 | 1 | 386;53.64;100545;OPTIMUM;385.0;0 | 1 | 386;52.785;108153;OPTIMUM;385.0;0 | 1 | 386;53.004;108153;OPTIMUM;385.0;0 | 1 | 386;52.5;100545;OPTIMUM;385.0;0 | 1 | 386;51.37;92640;OPTIMUM;385.0;0 | 1 | 386;51.383;92640;OPTIMUM;385.0;0 | 1 | 386;51.327;89100;OPTIMUM;385.0;0 | 1 | 386;50.83;89100
instance_30_15_5_1;OPTIMUM;543.0;0 | 2 | 545;87.374;166309;OPTIMUM;543.0;0 | 2 | 545;84.52;175960;OPTIMUM;543.0;0 | 2 | 545;87.171;175978;OPTIMUM;543.0;0 | 2 | 545;87.245;166839;OPTIMUM;543.0;0 | 2 | 545;83.772;147434;OPTIMUM;543.0;0 | 2 | 545;83.01;147452;OPTIMUM;543.0;0 | 2 | 545;82.099;143149;OPTIMUM;543.0;0 | 2 | 545;80.714;143679
instance_30_15_5_10;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.109;0;UNSATISFIABLE;None;;0.113;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.091;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.072;0
instance_30_15_5_11;OPTIMUM;522.0;0 | 0 | 522;93.33;151701;OPTIMUM;522.0;0 | 0 | 522;91.855;160844;OPTIMUM;522.0;0 | 0 | 522;93.307;160844;OPTIMUM;522.0;0 | 0 | 522;91.383;152209;OPTIMUM;522.0;0 | 0 | 522;90.589;137627;OPTIMUM;522.0;0 | 0 | 522;91.258;137627;OPTIMUM;522.0;0 | 0 | 522;92.141;133329;OPTIMUM;522.0;0 | 0 | 522;91.074;133837
instance_30_15_5_12;OPTIMUM;568.0;0 | 0 | 568;99.104;163859;OPTIMUM;568.0;0 | 0 | 568;102.106;173699;OPTIMUM;568.0;0 | 0 | 568;101.175;173699;OPTIMUM;568.0;0 | 0 | 568;99.084;164371;OPTIMUM;568.0;0 | 0 | 568;96.7;140477;OPTIMUM;568.0;0 | 0 | 568;96.715;140477;OPTIMUM;568.0;0 | 0 | 568;96.554;136043;OPTIMUM;568.0;0 | 0 | 568;96.393;136555
instance_30_15_5_13;OPTIMUM;540.0;0 | 0 | 540;83.867;145774;OPTIMUM;540.0;0 | 0 | 540;86.244;156202;OPTIMUM;540.0;0 | 0 | 540;84.949;156212;OPTIMUM;540.0;0 | 0 | 540;82.665;145784;OPTIMUM;540.0;0 | 0 | 540;81.924;128376;OPTIMUM;540.0;0 | 0 | 540;83.672;128386;OPTIMUM;540.0;0 | 0 | 540;81.716;123788;OPTIMUM;540.0;0 | 0 | 540;81.713;123798
instance_30_15_5_14;OPTIMUM;504.0;0 | 1 | 505;88.471;144885;OPTIMUM;504.0;0 | 1 | 505;92.755;155515;OPTIMUM;504.0;0 | 1 | 505;90.497;155515;OPTIMUM;504.0;0 | 1 | 505;88.486;144885;OPTIMUM;504.0;0 | 1 | 505;90.614;133592;OPTIMUM;504.0;0 | 1 | 505;87.691;133592;OPTIMUM;504.0;0 | 1 | 505;82.454;128899;OPTIMUM;504.0;0 | 1 | 505;82.224;128899
instance_30_15_5_15;OPTIMUM;545.0;0 | 0 | 545;77.856;143342;OPTIMUM;545.0;0 | 0 | 545;80.74;152030;OPTIMUM;545.0;0 | 0 | 545;80.019;152030;OPTIMUM;545.0;0 | 0 | 545;78.142;143342;OPTIMUM;545.0;0 | 0 | 545;76.967;128394;OPTIMUM;545.0;0 | 0 | 545;76.994;128394;OPTIMUM;545.0;0 | 0 | 545;77.8;124219;OPTIMUM;545.0;0 | 0 | 545;77.458;124219
instance_30_15_5_16;OPTIMUM;464.0;0 | 3 | 467;70.992;148435;OPTIMUM;464.0;0 | 3 | 467;74.602;158639;OPTIMUM;464.0;0 | 3 | 467;77.351;158639;OPTIMUM;464.0;0 | 3 | 467;73.406;148955;OPTIMUM;464.0;0 | 3 | 467;77.328;131549;OPTIMUM;464.0;0 | 3 | 467;76.324;131549;OPTIMUM;464.0;0 | 3 | 467;71.99;126899;OPTIMUM;464.0;0 | 3 | 467;68.848;127419
instance_30_15_5_17;OPTIMUM;542.0;0 | 0 | 542;83.652;141824;OPTIMUM;542.0;0 | 0 | 542;84.562;152395;OPTIMUM;542.0;0 | 0 | 542;84.545;152395;OPTIMUM;542.0;0 | 0 | 542;83.898;141824;OPTIMUM;542.0;0 | 0 | 542;83.329;133846;OPTIMUM;542.0;0 | 0 | 542;83.265;133846;OPTIMUM;542.0;0 | 0 | 542;84.07;129190;OPTIMUM;542.0;0 | 0 | 542;83.846;129190
instance_30_15_5_18;OPTIMUM;527.0;0 | 0 | 527;87.276;144356;OPTIMUM;527.0;0 | 0 | 527;88.711;154592;OPTIMUM;527.0;0 | 0 | 527;92.973;154593;OPTIMUM;527.0;0 | 0 | 527;91.474;144877;OPTIMUM;527.0;0 | 0 | 527;86.661;131634;OPTIMUM;527.0;0 | 0 | 527;88.452;131635;OPTIMUM;527.0;0 | 0 | 527;86.573;127148;OPTIMUM;527.0;0 | 0 | 527;87.811;127669
instance_30_15_5_19;OPTIMUM;522.0;0 | 0 | 522;95.912;157952;OPTIMUM;522.0;0 | 0 | 522;98.514;167466;OPTIMUM;522.0;0 | 0 | 522;96.095;167480;OPTIMUM;522.0;0 | 0 | 522;93.61;158481;OPTIMUM;522.0;0 | 0 | 522;94.406;144396;OPTIMUM;522.0;0 | 0 | 522;96.812;144410;OPTIMUM;522.0;0 | 0 | 522;94.213;140104;OPTIMUM;522.0;0 | 0 | 522;96.15;140633
instance_30_15_5_2;OPTIMUM;546.0;0 | 0 | 546;73.638;124978;OPTIMUM;546.0;0 | 0 | 546;75.017;135216;OPTIMUM;546.0;0 | 0 | 546;76.287;135278;OPTIMUM;546.0;0 | 0 | 546;73.605;125570;OPTIMUM;546.0;0 | 0 | 546;73.231;108450;OPTIMUM;546.0;0 | 0 | 546;73.955;108512;OPTIMUM;546.0;0 | 0 | 546;72.79;103820;OPTIMUM;546.0;0 | 0 | 546;71.341;104412
instance_30_15_5_20;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.193;0;UNSATISFIABLE;None;;0.13;0;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.133;0;UNSATISFIABLE;None;;0.146;0;UNSATISFIABLE;None;;0.109;0;UNSATISFIABLE;None;;0.094;0
instance_30_15_5_21;OPTIMUM;509.0;0 | 0 | 509;102.394;147702;OPTIMUM;509.0;0 | 0 | 509;106.087;157665;OPTIMUM;509.0;0 | 0 | 509;101.556;157665;OPTIMUM;509.0;0 | 0 | 509;103.757;148227;OPTIMUM;509.0;0 | 0 | 509;102.089;135467;OPTIMUM;509.0;0 | 0 | 509;103.676;135467;OPTIMUM;509.0;0 | 0 | 509;100.372;130969;OPTIMUM;509.0;0 | 0 | 509;101.868;131494
instance_30_15_5_22;OPTIMUM;536.0;0 | 0 | 536;84.499;159042;OPTIMUM;536.0;0 | 0 | 536;85.31;167835;OPTIMUM;536.0;0 | 0 | 536;90.219;167843;OPTIMUM;536.0;0 | 0 | 536;89.404;159540;OPTIMUM;536.0;0 | 0 | 536;83.322;141461;OPTIMUM;536.0;0 | 0 | 536;83.788;141469;OPTIMUM;536.0;0 | 0 | 536;83.196;137370;OPTIMUM;536.0;0 | 0 | 536;84.219;137868
instance_30_15_5_23;OPTIMUM;532.0;0 | 0 | 532;96.799;157025;;;;;;;;;;;OPTIMUM;532.0;0 | 0 | 532;98.933;157559;OPTIMUM;532.0;0 | 0 | 532;99.132;139238;OPTIMUM;532.0;0 | 0 | 532;98.943;139252;OPTIMUM;532.0;0 | 0 | 532;97.701;134884;OPTIMUM;532.0;0 | 0 | 532;96.174;135418
instance_30_15_5_24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OPTIMUM;563.0;0 | 0 | 563;83.039;122399;OPTIMUM;563.0;0 | 0 | 563;82.849;122399
instance_30_15_5_25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OPTIMUM;538.0;0 | 0 | 538;79.004;124946;;;;;
