cfg_id;label;backend;formulation;instance_name;status;elapsed_s;build_s;solve_s;verify_s;variables;constraints;explored;similarity;continuity;overtime;coverage;weighted_score
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_29;TIMEOUT_FEASIBLE;300.0097;0.0093;299.9952;0.0001;2759;4047;9696981;755;10;0;200;745
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_3;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_30;TIMEOUT_FEASIBLE;300.0037;0.0108;299.9866;0.0001;3553;5143;7549448;771;5;0;200;766
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_31;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_32;TIMEOUT_FEASIBLE;300.0013;0.0103;299.9852;0.0001;3251;4793;8931435;723;13;0;200;710
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_33;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_34;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_35;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_36;TIMEOUT_FEASIBLE;300.0005;0.0120;299.9824;0.0001;3286;4821;7633572;788;0;0;200;788
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_37;TIMEOUT_FEASIBLE;300.0033;0.0103;299.9872;0.0001;3151;4633;8810721;754;4;0;200;750
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_38;TIMEOUT_FEASIBLE;300.0029;0.0098;299.9878;0.0001;2820;4116;9274162;741;5;0;200;736
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_39;TIMEOUT_FEASIBLE;300.0036;0.0097;299.9889;0.0001;2563;3767;8527001;748;11;0;200;737
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_4;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_40;TIMEOUT_FEASIBLE;300.0056;0.0113;299.9886;0.0001;3076;4533;8975415;775;6;0;200;769
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_41;TIMEOUT_FEASIBLE;300.0040;0.0106;299.9876;0.0001;3241;4682;7637225;771;6;0;200;765
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_42;TIMEOUT_FEASIBLE;300.0153;0.0102;299.9997;0.0001;2735;4071;9636399;747;8;0;200;739
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_43;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_44;TIMEOUT_FEASIBLE;300.0054;0.0117;299.9878;0.0001;3287;4819;7362891;786;3;0;200;783
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_45;TIMEOUT_FEASIBLE;300.0037;0.0104;299.9872;0.0001;3187;4693;8653402;711;6;0;200;705
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_46;INFEASIBLE;0.0027;0.0010;0.0000;0.0000;317;316;0;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_47;TIMEOUT_FEASIBLE;300.0093;0.0127;299.9901;0.0001;3472;5028;7162819;785;3;0;200;782
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_48;TIMEOUT_FEASIBLE;300.0228;0.0112;300.0057;0.0001;3247;4793;8231142;769;1;0;200;768
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_49;TIMEOUT_FEASIBLE;300.0144;0.0095;299.9996;0.0001;2951;4331;9547377;735;15;0;200;720
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_5;TIMEOUT_FEASIBLE;300.0051;0.0108;299.9886;0.0001;3263;4745;8739851;787;6;0;200;781
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_50;TIMEOUT_FEASIBLE;300.0172;0.0112;300.0000;0.0001;3408;4851;7783173;791;5;0;200;786
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_6;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_7;TIMEOUT_FEASIBLE;300.1212;0.0110;300.1040;0.0001;3454;4982;7935074;785;1;0;200;784
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_8;TIMEOUT_FEASIBLE;300.0030;0.0101;299.9873;0.0001;3015;4436;8224033;771;4;0;200;767
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_9;TIMEOUT_FEASIBLE;300.0044;0.0119;299.9866;0.0001;3326;4872;8181703;777;2;0;200;775
