instance,instance_sha256,method,sorting_status,totalizer_status,both_proved,both_optimum,status_match_when_decided,objective_match_when_optimum,sorting_elapsed_seconds,totalizer_elapsed_seconds,speedup_sorting_over_totalizer
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_5_1.txt,ad55cb5a53e14a0fa0f8fabb34d5deca8de3e2646554190b8544a3514eecf69f,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,184.0454809,195.0766395,0.9434521804954509
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_5_2.txt,afda64c6a4d16f0aab56c95960d2776bb1347a6b3d1e106ef997406dfabb7f64,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,106.0651395,107.9531239,0.9825110721043248
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_4_3.txt,b7330396c1f4fb91992463c1b9a718b516add470900d3da1c8fcdecd47cd2351,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,71.58636797,76.84333711,0.9315884846011473
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_4_3.txt,c7f907d0a16d86cf532538aaccb5b409cb1f54b68c619425264e5770f92cf9d5,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,104.5146033,104.511235,1.0000322290708745
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_5_1.txt,cd394004a7efe69c90a3a874859e5ee6d6e07ba5f0f1492e6a72f749c3e07231,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,76.38571338,79.05082521,0.9662860972934807
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_4_3.txt,d31d5ebd793f9506703adf88bb1487f27f39f7dae72343efbed4ef3ba17d6c70,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,128.6598295,132.1284934,0.9737477979901041
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_2.txt,d4b94057d3915bff8ac5bc679ae05633cba383cf590d2544c705fcdc82eec9d3,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.06981852,0.060768026,1.148935132432967
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_5_2.txt,d6b2b901f5eb953ed1411f5c26e102aa18c9d02d8f8f9b6fd33a375fb7651fb6,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,115.5194809,161.1954938,0.7166421230318536
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_4_3.txt,d836a8343c2be620c6bb619dc689993bef40386269bb2d0dea8cbaf6c0fb7536,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,83.58433806,82.85950477,1.0087477386210788
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_4_1.txt,d99bf3865499e2e1bfd8a0533ad957e78af08f8b1911715f1e3b209f9b6ca2f4,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,80.08127571,80.84690503,0.9905298870783501
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_4_2.txt,de44769e74cee33d3ec1545dea64186717cd08da748ecafbf69a47dd550b30ed,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,110.6601211,118.7830831,0.9316151611154804
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_5_3.txt,de711e9fdc068fce44517e3b622238b8979d5f15b53688aae30f64a084fe1e6a,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,111.0507216,115.0487503,0.9652492644242134
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_5_3.txt,eec87b212b1dc7cd157a3095a3e3e042d6263a505c9a6326aeb99d555c89688c,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,164.5881092,162.2966831,1.0141187488014658
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_1.txt,f7f869e3d712742822a508d5706212db8714488787cbc8d9261762829b2d4977,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,63.0965723,66.85540244,0.9437767180689189
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_5_2.txt,f879421a3977baa179f2e8cd512259579b371e9367fa7171eba9ad769a4f6de4,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,102.8807608,104.895199,0.980795706388812
