instance,instance_sha256,users,agents,visits,load_profile,wc,wo,normalized_wc,normalized_wo,overtime_penalty,effective_continuity_to_overtime_ratio,coverage,similarity,continuity,overtime,vector,assignment_sha256
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,4,4,1,1,1,1.0,120,431,3,0,120/431/3/0,9d11c2c1ec9666348d927669f9e7778ac812d7561bd243f476177b4701c2df43
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,8,1,8,1,1,8.0,120,434,1,10,120/434/1/10,5db6ea0ca8c1c34703accae860e2f48bf7da823e689397db51a3854ad27deb54
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,8,8,1,1,1,1.0,120,431,3,0,120/431/3/0,f27565df4e623d951c91f1055c61d3fbca91b08f3f50360ad8185d572146ef57
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,1,8,1,8,1,0.125,120,434,5,0,120/434/5/0,86078d079d0c6a250d472df519af5d1a1480dc17413647cd6917ce7eeae462df
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,4,1,4,1,1,4.0,160,605,1,12,160/605/1/12,1f95334951d5a00452e56b1e08b372fa6202841db79b63181f867f55dd2e6a83
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,1,1,1,1,1,1.0,160,608,3,12,160/608/3/12,d3aceb1d4c3530975eb7a207f71e4d213151d06e3f408e5835d75dddaecc649d
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,1,8,1,8,1,0.125,160,588,4,0,160/588/4/0,e6e7aaab56d71361e6eabb5dc4cb2cfad16080f7a440e28905f5925c7b6df04e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,4,4,1,1,1,1.0,160,583,1,0,160/583/1/0,479307cb876aaa56ca6ab924728852fe85b82fa42dcf81d0284bc9a4da87c330
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,8,8,1,1,1,1.0,160,576,0,0,160/576/0/0,c5981d40c4df5a59ade22c1153c91a5a32b92da9a2d0ecb39315338f186bae18
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,4,8,1,2,1,0.5,160,583,1,0,160/583/1/0,12ef1e41935c565bbbbd4bfea9eca42c3118c957f8ba336cb4a49b06038cd842
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,1,4,1,4,1,0.25,160,588,4,0,160/588/4/0,853c7391d02092ff574243f416e795ef6c14205a13d072747a9d86b2d725382a
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,8,1,8,1,1,8.0,160,601,0,13,160/601/0/13,6699abc4e162c5eb23a3a7df07e3d158f5bcb48f0148bc537d0f96279a4a0c3e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,40,20,4,critical,8,4,2,1,1,2.0,160,576,0,0,160/576/0/0,e84cf85f53d220316898ea2d4f746204763a06c8ff26aae30aaebbc833ecdadf
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,4,8,1,2,1,0.5,120,426,2,0,120/426/2/0,d2277bd20e204d5d64d8cab384dab69c29043c770cc9fa5d70202511e7eb6033
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,1,4,1,4,1,0.25,120,430,4,0,120/430/4/0,ec7a0f09ce33b48fd65b83fa1129897fcb5424f82eba0e3e061d82f5447f6b53
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,1,8,1,8,1,0.125,120,431,5,0,120/431/5/0,b4e1c7efcd20118ef31b1df2fd7f0425f117d8ae25f47b1bac052e963e7fcd6f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,4,1,4,1,1,4.0,120,438,2,10,120/438/2/10,70661513d78ce471841137f60a39d3c3816b7cecce1a52e759cda4a409a98fd6
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,1,1,1,1,1,1.0,120,439,4,8,120/439/4/8,24204d2d6124537997a4e9e4fc79824e84ba2683847b170031d46f6fe928a969
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,8,8,1,1,1,1.0,120,420,1,0,120/420/1/0,bdd6bc83a94deaf3d2fade9354e5275cd3ff2b350563409c256e710750971d93
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,8,4,2,1,1,2.0,120,420,1,0,120/420/1/0,a61722ea57d28d36ffd3d1dd5f4001f6baeb03d83a3bea956eafb7844631c0a4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,4,4,1,1,1,1.0,120,426,2,0,120/426/2/0,c3171b887c04a0b5ffab3cc40790236584b573524a55ca5ea24de61f8d620eb3
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1002_critical.txt,34bd64e4677b21f310faa4406545db874dca6ae220c9a65e8a35f01abe1b0955,30,20,4,critical,8,1,8,1,1,8.0,120,422,0,7,120/422/0/7,616e1d5306658ee180ac046a59e1004abd3ee03d45df04b02f30f835dcd8136f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,1,8,1,8,1,0.125,160,569,12,0,160/569/12/0,f50c61220dd503dd1f7b5980aae4927f05ece9bba7a6ae0e74ae260c58fe5b63
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,4,1,4,1,1,4.0,160,579,3,14,160/579/3/14,5046dd746f50a9a3b3f167023ee7761c201dd2e534b99dfb2ecbcd9d62d7bbd3
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,8,1,8,1,1,8.0,160,572,2,13,160/572/2/13,6702a95fde28482c9ec39b404b39085bf9f2d266e7ce5d63fffd5899c786c091
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,4,4,1,1,1,1.0,160,557,5,0,160/557/5/0,dcf3937bc9269ef960c3864b5e87d74e25abac7898ebcae1d37363fe43746bb0
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,1,4,1,4,1,0.25,160,569,12,0,160/569/12/0,41062a76a1b3e5deaafb96986184b0156c1b935d4ef8b796fafe2b546936d538
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,1,1,1,1,1,1.0,160,588,9,12,160/588/9/12,e86631ac09d1fa46d29b0205b4cd747aff3df87a1886423e04d145b9bc5c6ada
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,4,8,1,2,1,0.5,160,557,5,0,160/557/5/0,cdcf1c91cbe5c08197bf0ff9d75b2c197a613520fc403a3f000c0c42f91f269a
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,8,8,1,1,1,1.0,160,541,2,0,160/541/2/0,2da0822078a66e87a1c7f82c7d285702ce2973856d01d19a274da3d8a78a39c4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1002_critical.txt,8fe397ee776a8cfb744bb77da0e91099c029a4cc2c05d5c45c831bea9ff5aa62,40,20,4,critical,8,4,2,1,1,2.0,160,545,2,1,160/545/2/1,000757fe4deb673488ccf2e59e92c08d43f40f399803a74675ecacaefe969fea
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,4,8,1,2,1,0.5,120,415,0,0,120/415/0/0,1c706b7dc382dedc5c3e2e6990b38db0b30a441887e15023f2975d79ee4eaa27
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,8,4,2,1,1,2.0,120,415,0,0,120/415/0/0,69c3d5cecfc03965d60f0c664c25aa73834df69b25cf609263d11977e54ad4c0
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,1,8,1,8,1,0.125,120,428,7,0,120/428/7/0,f4ffa302faf40e87b5444c90b6b73b92335964a107f958bd0e6673a278799e2e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,4,4,1,1,1,1.0,120,415,0,0,120/415/0/0,54a579289012986db7a1b4417f32966062a4033778e116d423e2ae47c84846af
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,8,1,8,1,1,8.0,120,420,0,3,120/420/0/3,164b8aed8c56bbbdc7f7326f7e4108bccc430945157069fe6423ce6ceecd6104
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,4,1,4,1,1,4.0,120,420,0,3,120/420/0/3,a18c33070cf9ae06434e4372b43743e79b250b253dc652b44ea8df850cc89976
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,1,4,1,4,1,0.25,120,427,6,0,120/427/6/0,112dc7d3fd15f7d882d079f1d7021fc1ab0009340b19dab3336fc419d69620ef
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,8,8,1,1,1,1.0,120,415,0,0,120/415/0/0,55d77dcf1442f49055a22357a17dbb7f3755b567340f622577162a1ffa1fb3c8
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,30,20,4,critical,1,1,1,1,1,1.0,120,429,6,2,120/429/6/2,51f07c8a39f1693fea4467412a6bf858472e60abe4f81b2ebf6b864db8193ef8
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,1,4,1,4,1,0.25,150,526,11,0,150/526/11/0,3995e5f2ee7e4e48568c3c29d1b4853568f12851dd8094b42356d085cb713e88
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,1,8,1,8,1,0.125,150,524,9,0,150/524/9/0,b15ea359fb6792d6c1518a6a5f44a70c987ca48ca86008e470306ff435335e84
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,8,4,2,1,1,2.0,150,506,1,0,150/506/1/0,e1aea7e90cc1f0e59ce1bf7fb2b18c59eb91f449099b10814239b1786dd700bc
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,4,4,1,1,1,1.0,150,514,2,1,150/514/2/1,cff75e2b50d68669002b79032bb1215df2be65df717d1cad8910434ed443ebc4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,1,1,1,1,1,1.0,150,529,8,4,150/529/8/4,ec8ee374a415762bf30c486882ab1a9ded852371b201778da8720bcf73a90f2e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,4,8,1,2,1,0.5,150,510,2,0,150/510/2/0,c742e5adaaf33bce96bb3ca0ba0a7ddf735297f0c5137c6e48b9bbcea4a54768
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,8,8,1,1,1,1.0,150,498,0,0,150/498/0/0,06a0344e537cd645beba262f14620d9e313fec30c0b9eb7885e7f434cbf7049b
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,4,1,4,1,1,4.0,150,518,1,6,150/518/1/6,bb494254de1fad1da6a9383546582b7e2879e742682672af4b2655e7b52c0b85
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,30,25,5,critical,8,1,8,1,1,8.0,150,514,0,10,150/514/0/10,22e2dce7a6d7192b6c0c75ffa1fb0ac62f545cd6983452bcbd18e63b23fb3e6e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,4,8,1,2,1,0.5,120,417,0,0,120/417/0/0,37c96a5f5fa42f0c5cc3d9c28a5435fc477c2964c78618093002cbcbcda590c2
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,8,8,1,1,1,1.0,120,417,0,0,120/417/0/0,305e14225aff9fa5cc9593b5de29c8fda143ffe47fa69ef81a0f0f25b315f5a7
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,1,4,1,4,1,0.25,120,421,2,0,120/421/2/0,60a0fd569a38c6bbd7e6fbecac0e3651016fcdc6670df0dd4f1546ca9a6e0bc9
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,8,1,8,1,1,8.0,120,446,0,12,120/446/0/12,0e2126f0a6f40e9486ea4e58ee41f2d376c17292ddb4ea51b269a9082738be99
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,4,4,1,1,1,1.0,120,421,0,1,120/421/0/1,42d4d9b7014baa3a88fa2219df07958afc43a0ff5475037e3e57d1e41b3ece2e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,1,1,1,1,1,1.0,120,446,2,10,120/446/2/10,1a73e32d8b009b6224ba3815be063f1031f09d68ff9d349231bbab1a568060a1
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,4,1,4,1,1,4.0,120,446,0,12,120/446/0/12,19f56919fcd9db58d81eeb48a5f9f76b0b81f51fb100bfa50f6396f56d27e8dc
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,8,4,2,1,1,2.0,120,421,0,1,120/421/0/1,3ed65a7e7855a17e9a7f7e26969f06136645cb032c2b18d0b2e503268fed0ae6
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,30,20,4,critical,1,8,1,8,1,0.125,120,422,3,0,120/422/3/0,f17e0c59f173f05bb6c32b0883e0e09e15d956ac8ea8edcf4a4d052d33ce8fbd
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,4,1,4,1,1,4.0,200,703,1,13,200/703/1/13,a9466e38965f304e5a4c1faf83f4620490544492c44e716e2a3b105932238a10
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,8,4,2,1,1,2.0,200,683,1,1,200/683/1/1,e93c9b103e650a70c2ceb35900081607f970c86fe44e4a53f0471ca19acb0315
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,8,8,1,1,1,1.0,200,676,1,0,200/676/1/0,7b8011bf7cddcc9888782ca8506a7a7ec6bcd18dec8fdf4e39ef142d9c0af4fa
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,1,8,1,8,1,0.125,200,711,15,0,200/711/15/0,3eb5b06b290fc8395ff37b67da09db5748adc3dd2f4a96be1d239c79bad0175e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,4,4,1,1,1,1.0,200,693,3,1,200/693/3/1,bcf5fbbe600b227be73402d4fa0b860ebc255fc2065a2cb4e3ad4fe2873ead2e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,1,4,1,4,1,0.25,200,711,15,0,200/711/15/0,e0de786f0e70670442e93cfe9392c65530e82bbb68adc74c3d7975593cf00380
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,8,1,8,1,1,8.0,200,703,1,13,200/703/1/13,0136479ef5e326c161159fd8d918aeb996587e1f3b78a599f8d15a4290871eec
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,4,8,1,2,1,0.5,200,688,3,0,200/688/3/0,d525b5e032ebd0c7c1932a35b081909aaab3319b3589ca662434b76019821663
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1003_critical.txt,4e512df627d17612d29d4a3e5f36bd78eb17641a1923ef501751875f036a5ae9,40,25,5,critical,1,1,1,1,1,1.0,200,722,11,12,200/722/11/12,b0c100ea402ca75720cdb98dcdf30764d4ba60c8760faf6f756d66e5d27958ea
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,4,1,4,1,1,4.0,200,757,1,17,200/757/1/17,e9dc687759127550923a589fcf3d8da6c612f1aa83fc022ad8ab61cca2a04ed6
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,8,4,2,1,1,2.0,200,718,0,1,200/718/0/1,50a9cac934d581e97366524942aff38102f82c6b29f430ed08ffdd0d0c9ddae6
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,8,8,1,1,1,1.0,200,713,0,0,200/713/0/0,90631a00fb51b497dcf32be4330694882718956d0dc3783983693b920c6e316d
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,1,8,1,8,1,0.125,200,733,6,0,200/733/6/0,348e4ca18e575af3554229149773f614b530c45298d3d8e2587da2f43ff2476a
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,1,4,1,4,1,0.25,200,733,6,0,200/733/6/0,8c79cae3c025487cb867cc4238db02c09d526d197f11057ffdbd5a11f5bcf803
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,1,1,1,1,1,1.0,200,760,5,14,200/760/5/14,ae5b2ec617479b2357c46eacea74809783d9699fb37d5d0947b69d0bcd671d4c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,8,1,8,1,1,8.0,200,751,0,16,200/751/0/16,7fb933b9d5ddc958eb4ddfa20114f0f08b6cb81adb2b2e9ff478f2c9847b3bef
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,4,4,1,1,1,1.0,200,729,1,2,200/729/1/2,c4f7936e3666f53e4ab27387080d0af9726a1f0c91b295d154dc49e829d618ee
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,40,25,5,critical,4,8,1,2,1,0.5,200,725,2,0,200/725/2/0,0df52e82e982f0aad89bce71c5afbabf205b0f1dd0f9f0792a05d5ac6a7a648b
