instance_name;weighted__ORIGINAL_status;weighted__ORIGINAL_weighted_reference;weighted__ORIGINAL_stages;weighted__ORIGINAL_elapsed_s;weighted__ORIGINAL_vars;weighted__SN-both-none_status;weighted__SN-both-none_weighted_reference;weighted__SN-both-none_stages;weighted__SN-both-none_elapsed_s;weighted__SN-both-none_vars;weighted__SN-both-ss_status;weighted__SN-both-ss_weighted_reference;weighted__SN-both-ss_stages;weighted__SN-both-ss_elapsed_s;weighted__SN-both-ss_vars;weighted__SN-none-ss_status;weighted__SN-none-ss_weighted_reference;weighted__SN-none-ss_stages;weighted__SN-none-ss_elapsed_s;weighted__SN-none-ss_vars;weighted__TOT-both-none_status;weighted__TOT-both-none_weighted_reference;weighted__TOT-both-none_stages;weighted__TOT-both-none_elapsed_s;weighted__TOT-both-none_vars;weighted__TOT-both-ss_status;weighted__TOT-both-ss_weighted_reference;weighted__TOT-both-ss_stages;weighted__TOT-both-ss_elapsed_s;weighted__TOT-both-ss_vars;weighted__TOT-none-none_status;weighted__TOT-none-none_weighted_reference;weighted__TOT-none-none_stages;weighted__TOT-none-none_elapsed_s;weighted__TOT-none-none_vars;weighted__TOT-none-ss_status;weighted__TOT-none-ss_weighted_reference;weighted__TOT-none-ss_stages;weighted__TOT-none-ss_elapsed_s;weighted__TOT-none-ss_vars
instance_40_25_5_25;OPTIMUM;761.0;761;49.921;62587;OPTIMUM;761.0;761;56.014;76506;OPTIMUM;761.0;761;61.896;76519;OPTIMUM;761.0;761;50.304;63290;OPTIMUM;761.0;761;46.686;27472;OPTIMUM;761.0;761;54.006;27485;OPTIMUM;761.0;761;47.268;21338;OPTIMUM;761.0;761;40.047;22041
instance_40_25_5_26;OPTIMUM;776.0;776;46.515;70394;OPTIMUM;776.0;776;71.33;84527;OPTIMUM;776.0;776;70.129;84527;OPTIMUM;776.0;776;46.887;70394;OPTIMUM;776.0;776;47.411;30662;OPTIMUM;776.0;776;41.974;30662;OPTIMUM;776.0;776;82.865;24509;OPTIMUM;776.0;776;77.461;24509
instance_40_25_5_27;OPTIMUM;739.0;739;60.0;54390;OPTIMUM;739.0;739;72.838;68368;OPTIMUM;739.0;739;65.516;68387;OPTIMUM;739.0;739;62.07;54409;OPTIMUM;739.0;739;53.196;26374;OPTIMUM;739.0;739;56.793;26393;OPTIMUM;739.0;739;50.426;20157;OPTIMUM;739.0;739;53.147;20176
instance_40_25_5_28;OPTIMUM;742.0;742;66.12;67956;OPTIMUM;742.0;742;86.813;82768;OPTIMUM;742.0;742;74.257;82768;OPTIMUM;742.0;742;72.659;67956;OPTIMUM;742.0;742;60.381;29263;OPTIMUM;742.0;742;63.92;29263;OPTIMUM;742.0;742;60.616;23009;OPTIMUM;742.0;742;67.367;23009
instance_40_25_5_29;OPTIMUM;746.0;746;84.515;60226;OPTIMUM;746.0;746;78.809;73261;OPTIMUM;746.0;746;63.486;73261;OPTIMUM;746.0;746;54.804;60895;OPTIMUM;746.0;746;49.619;27226;OPTIMUM;746.0;746;53.186;27226;OPTIMUM;746.0;746;53.055;21379;OPTIMUM;746.0;746;49.937;22048
instance_40_25_5_3;OPTIMUM;722.0;722;58.804;67826;OPTIMUM;722.0;722;63.198;81708;OPTIMUM;722.0;722;78.161;81756;OPTIMUM;722.0;722;69.177;68548;OPTIMUM;722.0;722;51.882;29209;OPTIMUM;722.0;722;119.519;29257;OPTIMUM;722.0;722;63.693;23064;OPTIMUM;722.0;722;67.395;23786
instance_40_25_5_30;OPTIMUM;766.0;766;90.245;73693;OPTIMUM;766.0;766;105.4;87735;OPTIMUM;766.0;766;114.818;87750;OPTIMUM;766.0;766;82.531;73708;OPTIMUM;766.0;766;85.3;32537;OPTIMUM;766.0;766;87.782;32552;OPTIMUM;766.0;766;80.476;26426;OPTIMUM;766.0;766;76.275;26441
instance_40_25_5_31;OPTIMUM;788.0;788;55.422;75834;OPTIMUM;788.0;788;79.219;90790;OPTIMUM;788.0;788;80.069;90829;OPTIMUM;788.0;788;69.752;76569;OPTIMUM;788.0;788;48.165;32046;OPTIMUM;788.0;788;74.623;32085;OPTIMUM;788.0;788;44.309;25714;OPTIMUM;788.0;788;49.166;26449
instance_40_25_5_32;OPTIMUM;710.0;710;73.319;68978;OPTIMUM;710.0;710;80.869;83000;OPTIMUM;710.0;710;96.382;83054;OPTIMUM;710.0;710;95.494;69721;OPTIMUM;710.0;710;86.89;29815;OPTIMUM;710.0;710;82.808;29869;OPTIMUM;710.0;710;82.893;23747;OPTIMUM;710.0;710;77.944;24490
instance_40_25_5_33;OPTIMUM;769.0;769;66.591;57519;OPTIMUM;769.0;769;73.386;72048;OPTIMUM;769.0;769;74.911;72048;OPTIMUM;769.0;769;73.228;57519;OPTIMUM;769.0;769;74.243;26359;OPTIMUM;769.0;769;73.766;26359;OPTIMUM;769.0;769;69.235;20016;OPTIMUM;769.0;769;62.955;20016
instance_40_25_5_34;OPTIMUM;764.0;764;82.416;74656;OPTIMUM;764.0;764;112.218;88323;OPTIMUM;764.0;764;71.075;88344;OPTIMUM;764.0;764;70.44;75349;OPTIMUM;764.0;764;77.19;29172;OPTIMUM;764.0;764;82.366;29193;OPTIMUM;764.0;764;64.828;23197;OPTIMUM;764.0;764;65.212;23890
instance_40_25_5_35;OPTIMUM;748.0;748;82.418;77181;OPTIMUM;748.0;748;85.117;90299;OPTIMUM;748.0;748;74.754;90299;OPTIMUM;748.0;748;72.077;77853;OPTIMUM;748.0;748;62.627;30353;OPTIMUM;748.0;748;70.411;30353;OPTIMUM;748.0;748;60.028;24420;OPTIMUM;748.0;748;63.417;25092
instance_40_25_5_36;OPTIMUM;788.0;788;29.206;63258;OPTIMUM;788.0;788;34.261;76927;OPTIMUM;788.0;788;54.041;76949;OPTIMUM;788.0;788;29.224;63280;OPTIMUM;788.0;788;37.783;29391;OPTIMUM;788.0;788;27.487;29413;OPTIMUM;788.0;788;25.939;23258;OPTIMUM;788.0;788;23.27;23280
instance_40_25_5_37;OPTIMUM;750.0;750;84.451;62122;OPTIMUM;750.0;750;124.456;76186;OPTIMUM;750.0;750;103.037;76186;OPTIMUM;750.0;750;80.02;62122;OPTIMUM;750.0;750;75.721;27415;OPTIMUM;750.0;750;68.73;27415;OPTIMUM;750.0;750;73.513;21443;OPTIMUM;750.0;750;71.705;21443
instance_40_25_5_38;OPTIMUM;736.0;736;71.875;66589;OPTIMUM;736.0;736;108.643;80090;OPTIMUM;736.0;736;72.589;80090;OPTIMUM;736.0;736;72.818;66589;OPTIMUM;736.0;736;59.401;28001;OPTIMUM;736.0;736;67.424;28001;OPTIMUM;736.0;736;58.117;22004;OPTIMUM;736.0;736;55.01;22004
instance_40_25_5_39;OPTIMUM;738.0;738;50.055;63147;OPTIMUM;738.0;738;52.594;77817;OPTIMUM;738.0;738;62.813;77817;OPTIMUM;738.0;738;57.727;63851;OPTIMUM;738.0;738;41.832;27199;OPTIMUM;738.0;738;56.195;27199;OPTIMUM;738.0;738;70.4;20848;OPTIMUM;738.0;738;58.165;21552
instance_40_25_5_4;OPTIMUM;779.0;779;48.778;81449;OPTIMUM;779.0;779;50.708;95278;OPTIMUM;779.0;779;47.38;95279;OPTIMUM;779.0;779;45.929;82146;OPTIMUM;779.0;779;37.502;30753;OPTIMUM;779.0;779;37.526;30754;OPTIMUM;779.0;779;34.917;24570;OPTIMUM;779.0;779;42.404;25267
instance_40_25_5_40;OPTIMUM;769.0;769;42.472;62742;OPTIMUM;769.0;769;45.765;76724;OPTIMUM;769.0;769;46.264;76724;OPTIMUM;769.0;769;43.258;62742;OPTIMUM;769.0;769;37.086;27970;OPTIMUM;769.0;769;38.065;27970;OPTIMUM;769.0;769;34.74;21756;OPTIMUM;769.0;769;33.043;21756
instance_40_25_5_41;OPTIMUM;765.0;765;55.878;77978;OPTIMUM;765.0;765;61.893;92811;OPTIMUM;765.0;765;57.3;92864;OPTIMUM;765.0;765;52.719;78031;OPTIMUM;765.0;765;59.085;30475;OPTIMUM;765.0;765;61.114;30528;OPTIMUM;765.0;765;39.504;24087;OPTIMUM;765.0;765;47.552;24140
instance_40_25_5_42;OPTIMUM;739.0;739;29.392;46366;OPTIMUM;739.0;739;36.201;61123;OPTIMUM;739.0;739;38.861;61147;OPTIMUM;739.0;739;36.249;46390;OPTIMUM;739.0;739;29.013;24795;OPTIMUM;739.0;739;35.163;24819;OPTIMUM;739.0;739;29.227;18520;OPTIMUM;739.0;739;25.623;18544
instance_40_25_5_43;OPTIMUM;766.0;766;92.807;62782;OPTIMUM;766.0;766;146.766;77148;OPTIMUM;766.0;766;105.178;77148;OPTIMUM;766.0;766;95.304;62782;OPTIMUM;766.0;766;102.522;27956;OPTIMUM;766.0;766;150.683;27956;OPTIMUM;766.0;766;84.272;21555;OPTIMUM;766.0;766;74.976;21555
instance_40_25_5_44;OPTIMUM;783.0;783;23.653;68769;OPTIMUM;783.0;783;33.039;81826;OPTIMUM;783.0;783;30.852;81845;OPTIMUM;783.0;783;29.204;68788;OPTIMUM;783.0;783;19.298;28973;OPTIMUM;783.0;783;20.505;28992;OPTIMUM;783.0;783;21.512;23018;OPTIMUM;783.0;783;19.736;23037
instance_40_25_5_45;OPTIMUM;705.0;705;66.769;77216;OPTIMUM;705.0;705;63.416;91444;OPTIMUM;705.0;705;61.071;91444;OPTIMUM;705.0;705;68.573;77216;OPTIMUM;705.0;705;55.497;30946;OPTIMUM;705.0;705;54.821;30946;OPTIMUM;705.0;705;55.935;24789;OPTIMUM;705.0;705;53.815;24789
instance_40_25_5_46;UNSATISFIABLE;None;;0.26;0;UNSATISFIABLE;None;;0.286;0;UNSATISFIABLE;None;;0.306;0;UNSATISFIABLE;None;;0.282;0;UNSATISFIABLE;None;;0.353;0;UNSATISFIABLE;None;;0.365;0;UNSATISFIABLE;None;;0.329;0;UNSATISFIABLE;None;;0.336;0
instance_40_25_5_47;OPTIMUM;782.0;782;90.718;76910;OPTIMUM;782.0;782;103.628;90691;OPTIMUM;782.0;782;124.904;90691;OPTIMUM;782.0;782;94.744;77613;OPTIMUM;782.0;782;89.887;32142;OPTIMUM;782.0;782;89.348;32142;OPTIMUM;782.0;782;86.078;25935;OPTIMUM;782.0;782;89.888;26638
instance_40_25_5_48;OPTIMUM;768.0;768;64.194;60949;OPTIMUM;768.0;768;52.684;76096;OPTIMUM;768.0;768;52.012;76132;OPTIMUM;768.0;768;48.435;60985;OPTIMUM;768.0;768;47.593;28937;OPTIMUM;768.0;768;51.067;28973;OPTIMUM;768.0;768;53.111;22482;OPTIMUM;768.0;768;40.861;22518
instance_40_25_5_49;OPTIMUM;720.0;720;170.929;66851;OPTIMUM;720.0;720;195.061;81535;TIMEOUT;None;;300.13;0;OPTIMUM;720.0;720;245.656;67568;OPTIMUM;720.0;720;160.921;29177;OPTIMUM;720.0;720;179.106;29186;OPTIMUM;720.0;720;216.087;22798;OPTIMUM;720.0;720;249.779;23515
instance_40_25_5_5;OPTIMUM;781.0;781;64.768;80184;OPTIMUM;781.0;781;81.181;94566;OPTIMUM;781.0;781;76.023;94566;OPTIMUM;781.0;781;66.334;80184;OPTIMUM;781.0;781;56.515;32060;OPTIMUM;781.0;781;62.244;32060;OPTIMUM;781.0;781;63.136;26007;OPTIMUM;781.0;781;62.972;26007
instance_40_25_5_50;OPTIMUM;786.0;786;79.083;84140;OPTIMUM;786.0;786;116.656;97365;OPTIMUM;786.0;786;108.373;97365;OPTIMUM;786.0;786;71.709;84825;OPTIMUM;786.0;786;77.292;34225;OPTIMUM;786.0;786;77.39;34225;OPTIMUM;786.0;786;69.101;28287;OPTIMUM;786.0;786;73.117;28972
instance_40_25_5_6;OPTIMUM;768.0;768;61.944;72068;OPTIMUM;768.0;768;76.579;86216;OPTIMUM;768.0;768;70.804;86216;OPTIMUM;768.0;768;59.895;72068;OPTIMUM;768.0;768;67.706;30338;OPTIMUM;768.0;768;63.942;30338;OPTIMUM;768.0;768;53.943;24279;OPTIMUM;768.0;768;51.469;24279
instance_40_25_5_7;OPTIMUM;784.0;784;66.562;66009;OPTIMUM;784.0;784;61.907;78784;OPTIMUM;784.0;784;58.273;78784;OPTIMUM;784.0;784;70.271;66009;OPTIMUM;784.0;784;54.45;29555;OPTIMUM;784.0;784;55.598;29555;OPTIMUM;784.0;784;50.795;23801;OPTIMUM;784.0;784;53.977;23801
instance_40_25_5_8;OPTIMUM;768.0;768;53.005;63217;;;;;;OPTIMUM;768.0;768;142.213;78021;OPTIMUM;768.0;768;62.008;63241;OPTIMUM;768.0;768;52.127;27952;OPTIMUM;768.0;768;44.173;27976;OPTIMUM;768.0;768;49.84;21609;OPTIMUM;768.0;768;40.762;21633
instance_40_25_5_9;OPTIMUM;775.0;775;63.23;59478;;;;;;;;;;;OPTIMUM;775.0;775;75.121;59504;OPTIMUM;775.0;775;62.44;29059;OPTIMUM;775.0;775;62.369;29085;OPTIMUM;775.0;775;55.562;22727;OPTIMUM;775.0;775;55.269;22753
